obsid,leadid,ccode,idacr,leader,startdate,eindate,enddate,eoutdate,entry,exit,exitcode,prevtimesinoffice,posttenurefate,gender,yrborn,yrdied,borndate,deathdate,dbpediauri,numentry,numexit,numexitcode,numposttenurefate,fties,ftcur,yrbegin,yrend,age,tenure,Country,Polity datasets IV category
NIC-1963,81e9893c-1e42-11e4-b4cd-db5882bf8def,93,NIC,Shick Gutierrez,1963-05-01,1963-05-01,1966-08-03,1966-08-03,Irregular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1909,1966,,,,1,2.0,0,-777.0,Relative of Guerrero Gutierrez%81e9ba0c-1e42-11e4-b4cd-db5882bf8def,0.0,1963,1966,54,3.258109338316324, Nicaragua,Democracy
NIC-1967,81e9ba0d-1e42-11e4-b4cd-db5882bf8def,93,NIC,Anastasio Somoza Debayle,1967-05-01,1967-05-01,1979-07-17,1979-07-17,Regular,Irregular,"Removed by Rebels, with Foreign Support",0,Death,M,1925,1980,1925-12-05,1980-09-17,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Anastasio-5FSomoza-5FDebayle&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=0ptgUmGuXrdWZVPtO9xeR9vKEJ3SOXthlKqTYHqy76g&e=,0,3.0,3,3.0,,,1967,1979,42,12.21106525116874, Nicaragua,Democracy
COS-1870,81e9eae1-1e42-11e4-b4cd-db5882bf8def,94,COS,Guardia,1870-08-10,1870-08-10,1882-07-06,1882-07-06,Irregular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1831,1882,,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Tom-25C3-25A1s-5FGuardia-5FGuti-25C3-25A9rrez&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=btfpOXY5wuVYZQROaCWiIUyThplLlXGg5Y5BOh3ck8w&e=,1,2.0,0,-777.0,,,1870,1882,39,11.90441966638603,,
COS-1882-2,81e9eae3-1e42-11e4-b4cd-db5882bf8def,94,COS,Prospero Fernandez Oreamuno,1882-07-20,1882-07-20,1885-03-12,1885-03-12,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1834,1885,,,,0,2.0,0,-777.0,Father-in-law of Bernardo Soto Alfaro%81e9eae4-1e42-11e4-b4cd-db5882bf8def,0.0,1882,1885,48,2.644818168750898,,
COS-1885,81e9eae4-1e42-11e4-b4cd-db5882bf8def,94,COS,Bernardo Soto Alfaro,1885-03-12,1885-03-12,1889-11-07,1889-11-07,Regular,Irregular,Unknown,0,Exile,M,1854,1931,,,,0,3.0,-999,1.0,Son-in-law of Prospero Fernandez Oreamuno%81e9eae3-1e42-11e4-b4cd-db5882bf8def,,1885,1889,31,4.657179818887451,,
COS-1890,81ea1bb5-1e42-11e4-b4cd-db5882bf8def,94,COS,Jose Joaquin Rodriguez,1890-05-08,1890-05-08,1894-05-08,1894-05-08,Regular,Regular,Regular,0,Exile,M,1838,1917,,,,0,1.0,0,1.0,Father-in-law of Rafael Yglesias Castro%81ea1bb6-1e42-11e4-b4cd-db5882bf8def,0.0,1890,1894,52,4.000082137210209,,
COS-1894,81ea1bb6-1e42-11e4-b4cd-db5882bf8def,94,COS,Rafael Yglesias Castro,1894-05-08,1894-05-08,1902-05-08,1902-05-08,Regular,Regular,Regular,0,OK,M,1861,1924,1861-04-18,,,0,1.0,0,0.0,Son-in-law of Jose Joaquin Rodriguez%81ea1bb5-1e42-11e4-b4cd-db5882bf8def,,1894,1902,33,7.997426367413431,,
COS-1902,81ea4c88-1e42-11e4-b4cd-db5882bf8def,94,COS,Ascension Esquivel Ibarra,1902-05-08,1902-05-08,1906-05-08,1906-05-08,Regular,Regular,Regular,0,OK,M,1848,1927,,,,0,1.0,0,0.0,,,1902,1906,54,4.000082137210209,,
COS-1906,81ea4c89-1e42-11e4-b4cd-db5882bf8def,94,COS,Gonzalez Viquez,1906-05-08,1906-05-08,1910-05-08,1910-05-08,Regular,Regular,Regular,0,OK,M,1858,1937,1858-10-13,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Cleto-5FGonz-25C3-25A1lez-5FV-25C3-25ADquez&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=A_hYMTRyQUrmcvKSlb1qjIpOKEOUpiSuIkB60SQmuPA&e=,0,1.0,0,0.0,,,1906,1910,48,4.000082137210209,,
COS-1910,81ea7d5c-1e42-11e4-b4cd-db5882bf8def,94,COS,Jimenez Oreamuno,1910-05-08,1910-05-08,1914-05-08,1914-05-08,Regular,Regular,Regular,0,OK,M,1859,1945,1859-02-06,,,0,1.0,0,0.0,,,1910,1914,51,4.000082137210209,,
COS-1914,81ea7d5d-1e42-11e4-b4cd-db5882bf8def,94,COS,Alfredo Gonzalez Flores,1914-05-08,1914-05-08,1917-01-27,1917-01-27,Regular,Irregular,Unknown,0,Exile,M,1877,1962,1877-06-15,,,0,3.0,-999,1.0,,,1914,1917,37,2.724217471953565,,
COS-1917,81eaae30-1e42-11e4-b4cd-db5882bf8def,94,COS,Federico Tinoco Granados,1917-01-27,1917-01-27,1919-08-13,1919-08-13,Irregular,Irregular,"Removed by Rebels, without Foreign Support",0,Exile,M,1870,1931,,,,1,3.0,4,1.0,,,1917,1919,47,2.540777702485335,,
COS-1920,81eadf05-1e42-11e4-b4cd-db5882bf8def,94,COS,Acosta Garcia,1920-05-08,1920-05-08,1924-05-08,1924-05-08,Regular,Regular,Regular,0,OK,M,1872,1954,1872-05-23,,,0,1.0,0,0.0,,,1920,1924,48,4.000082137210209,,
COS-1924,81ea7d5c-1e42-11e4-b4cd-db5882bf8def,94,COS,Jimenez Oreamuno,1924-05-08,1924-05-08,1928-05-08,1928-05-08,Regular,Regular,Regular,1,OK,M,1859,1945,1859-02-06,,,0,1.0,0,0.0,,,1924,1928,65,4.000082137210209,,
COS-1928,81ea4c89-1e42-11e4-b4cd-db5882bf8def,94,COS,Gonzalez Viquez,1928-05-08,1928-05-08,1932-05-08,1932-05-08,Regular,Regular,Regular,1,OK,M,1858,1937,1858-10-13,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Cleto-5FGonz-25C3-25A1lez-5FV-25C3-25ADquez&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=A_hYMTRyQUrmcvKSlb1qjIpOKEOUpiSuIkB60SQmuPA&e=,0,1.0,0,0.0,,,1928,1932,70,4.000082137210209,,
COS-1932,81ea7d5c-1e42-11e4-b4cd-db5882bf8def,94,COS,Jimenez Oreamuno,1932-05-08,1932-05-08,1936-05-08,1936-05-08,Regular,Regular,Regular,2,OK,M,1859,1945,1859-02-06,,,0,1.0,0,0.0,,,1932,1936,73,4.000082137210209,,
COS-1936,81eb0fd8-1e42-11e4-b4cd-db5882bf8def,94,COS,Cortes Castro,1936-05-08,1936-05-08,1940-05-08,1940-05-08,Regular,Regular,Regular,0,OK,M,1882,1946,1882-12-08,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Le-25C3-25B3n-5FCort-25C3-25A9s-5FCastro&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=fC-KH_WTjfdyr_lTh2y0fJ7elcXqrFTCzG3eUMWRkZE&e=,0,1.0,0,0.0,,,1936,1940,54,4.000082137210209,,
COS-1940,81eb0fd9-1e42-11e4-b4cd-db5882bf8def,94,COS,Calderon Guardi,1940-05-08,1940-05-08,1944-05-08,1944-05-08,Regular,Regular,Regular,0,OK,M,1900,1970,1900-03-10,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Rafael-5F-25C3-2581ngel-5FCalder-25C3-25B3n-5FGuardia&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=dGTO9RS09QHl1Qdr18wPadEyMMRRgscELuJhFxI1sTM&e=,0,1.0,0,0.0,Father of Calderon Fournier%81ec34db-1e42-11e4-b4cd-db5882bf8def,0.0,1940,1944,40,4.000082137210209,,
COS-1944,81eb40b6-1e42-11e4-b4cd-db5882bf8def,94,COS,Picado Michalski,1944-05-08,1944-05-08,1948-04-20,1948-04-20,Regular,Irregular,"Removed by Rebels, without Foreign Support",0,Exile,M,1900,1960,1900-01-10,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Teodoro-5FPicado-5FMichalski&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=XS1xYz7ohtQKiO4R_Es66TilNy4_SncYtybLv_8wRFI&e=,0,3.0,4,1.0,,,1944,1948,44,3.950799811084416,,
COS-1948-2,81eb718b-1e42-11e4-b4cd-db5882bf8def,94,COS,Figueres Ferrer,1948-05-08,1948-05-08,1949-11-08,1949-11-08,Irregular,Regular,Regular,0,OK,M,1906,1990,1906-09-25,1990-06-08,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Jos-25C3-25A9-5FFigueres-5FFerrer&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=d2HyZP351m70fx3nW73Jg5U4_2gvAdvyx62GiQ9ZrIA&e=,1,1.0,0,0.0,Father of Calderon Fournier%81ec34db-1e42-11e4-b4cd-db5882bf8def,0.0,1948,1949,42,1.503110946836691,,
COS-1949,81eb718c-1e42-11e4-b4cd-db5882bf8def,94,COS,Otilia Ulate,1949-11-08,1949-11-08,1953-11-08,1953-11-08,Regular,Regular,Regular,0,OK,M,1892,1973,,,,0,1.0,0,0.0,,,1949,1953,57,4.000082137210209,,
COS-1953,81eb718b-1e42-11e4-b4cd-db5882bf8def,94,COS,Figueres Ferrer,1953-11-08,1953-11-08,1958-05-08,1958-05-08,Regular,Regular,Regular,1,OK,M,1906,1990,1906-09-25,1990-06-08,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Jos-25C3-25A9-5FFigueres-5FFerrer&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=d2HyZP351m70fx3nW73Jg5U4_2gvAdvyx62GiQ9ZrIA&e=,0,1.0,0,0.0,Father of Calderon Fournier%81ec34db-1e42-11e4-b4cd-db5882bf8def,0.0,1953,1958,47,4.49564330547513,,
COS-1958,81eba25e-1e42-11e4-b4cd-db5882bf8def,94,COS,Echandi Jimenez,1958-05-08,1958-05-08,1962-05-08,1962-05-08,Regular,Regular,Regular,0,OK,M,1915,2011,,,,0,1.0,0,0.0,,,1958,1962,43,4.000082137210209,,
COS-1962,81eba25f-1e42-11e4-b4cd-db5882bf8def,94,COS,Orlich,1962-05-08,1962-05-08,1966-05-08,1966-05-08,Regular,Regular,Regular,0,OK,M,1907,1969,1907-03-10,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Francisco-5FOrlich-5FBolmarcich&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=elA8QFvEqFMihIdU9ad3xw4EiHj3CqF3hAfm3DM5FbQ&e=,0,1.0,0,0.0,,,1962,1966,55,4.000082137210209,,
COS-1966,81ebd332-1e42-11e4-b4cd-db5882bf8def,94,COS,Trejos,1966-05-08,1966-05-08,1970-05-08,1970-05-08,Regular,Regular,Regular,0,OK,M,1916,2010,1916-04-18,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Jos-25C3-25A9-5FJoaqu-25C3-25ADn-5FTrejos-5FFern-25C3-25A1ndez&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=HVXkfGpZ2OmtISXNYITSMuCtXiOK1a4Ta884qoQtGA0&e=,0,1.0,0,0.0,,,1966,1970,50,4.000082137210209,,
COS-1970,81eb718b-1e42-11e4-b4cd-db5882bf8def,94,COS,Figueres Ferrer,1970-05-08,1970-05-08,1974-05-08,1974-05-08,Regular,Regular,Regular,2,OK,M,1906,1990,1906-09-25,1990-06-08,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Jos-25C3-25A9-5FFigueres-5FFerrer&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=d2HyZP351m70fx3nW73Jg5U4_2gvAdvyx62GiQ9ZrIA&e=,0,1.0,0,0.0,Father of Calderon Fournier%81ec34db-1e42-11e4-b4cd-db5882bf8def,0.0,1970,1974,64,4.000082137210209,,
COS-1974,81ebd333-1e42-11e4-b4cd-db5882bf8def,94,COS,"Quiros, Daniel",1974-05-08,1974-05-08,1978-05-08,1978-05-08,Regular,Regular,Regular,0,OK,M,1921,1991,1921-08-25,1991-10-13,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Daniel-5FOduber-5FQuir-25C3-25B3s&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=YKmPxA6DOF5lLu6NGvHNi_IdE0RbSaz3fdjct_ncIpA&e=,0,1.0,0,0.0,,,1974,1978,53,4.000082137210209,,
COS-1978,81ec0406-1e42-11e4-b4cd-db5882bf8def,94,COS,Carazo Odio,1978-05-08,1978-05-08,1982-05-08,1982-05-08,Regular,Regular,Regular,0,OK,M,1926,2009,1926-12-27,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Rodrigo-5FCarazo-5FOdio&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=t5sAkaS-FDagtjDf-2fv1vtjsf2y5rno3CULTVRwtLE&e=,0,1.0,0,0.0,,,1978,1982,52,4.000082137210209,,
PAN-1904,81ecc756-1e42-11e4-b4cd-db5882bf8def,95,PAN,Manuel Amador Guerrero,1904-02-20,1904-02-20,1908-10-01,1908-10-01,Regular,Regular,Regular,0,OK,M,1833,1909,1833-06-30,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Manuel-5FAmador-5FGuerrero&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=u-rfgKXuE_1QqsB4nCD7y8XwjTiBRSkE7egcKNe0Gas&e=,0,1.0,0,0.0,,,1904,1908,71,4.613373306775635, Panama,Democracy
PAN-1908,81ecc757-1e42-11e4-b4cd-db5882bf8def,95,PAN,Jose Domingo de Obaldia,1908-10-01,1908-10-01,1910-03-01,1910-03-01,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1845,1910,,,,0,2.0,0,-777.0,,,1908,1910,63,1.41276001560607, Panama,Democracy
PAN-1910-2,81ecf82b-1e42-11e4-b4cd-db5882bf8def,95,PAN,Pablo Arosemena Alba,1910-10-01,1910-10-01,1912-02-02,1912-02-02,Regular,Regular,Regular,0,OK,M,1836,1920,1836-09-24,,,0,1.0,0,0.0,,,1910,1912,74,1.33883652641738, Panama,Democracy
PAN-1912-3,81ed2909-1e42-11e4-b4cd-db5882bf8def,95,PAN,Belisario Porras Barahona,1912-10-01,1912-10-01,1916-10-01,1916-10-01,Regular,Regular,Regular,0,OK,M,1856,1942,1856-11-28,,,0,1.0,0,0.0,,,1912,1916,56,4.000082137210209, Panama,Democracy
PAN-1916,81ed59dc-1e42-11e4-b4cd-db5882bf8def,95,PAN,Ramon Maximiliano Valdes,1916-10-01,1916-10-01,1918-06-03,1918-06-03,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1867,1918,,,,0,2.0,0,-777.0,,,1916,1918,49,1.67012327426299, Panama,Democracy
PAN-1918-2,81ed2909-1e42-11e4-b4cd-db5882bf8def,95,PAN,Belisario Porras Barahona,1918-10-01,1918-10-01,1920-01-30,1920-01-30,Regular,Regular,Regular,1,OK,M,1856,1942,1856-11-28,,,0,1.0,0,0.0,,,1918,1920,62,1.330622805396415, Panama,Democracy
PAN-1920-2,81ed2909-1e42-11e4-b4cd-db5882bf8def,95,PAN,Belisario Porras Barahona,1920-10-01,1920-10-01,1924-10-01,1924-10-01,Regular,Regular,Regular,2,OK,M,1856,1942,1856-11-28,,,0,1.0,0,0.0,,,1920,1924,64,4.000082137210209, Panama,Democracy
PAN-1924,81ed2908-1e42-11e4-b4cd-db5882bf8def,95,PAN,Rudolfo Chiari,1924-10-01,1924-10-01,1928-09-08,1928-09-08,Regular,Regular,Regular,1,OK,M,1870,1937,1870-11-15,,,0,1.0,0,0.0,"Father of Chiari, Roberto%81f2b122-1e42-11e4-b4cd-db5882bf8def",0.0,1924,1928,54,3.937110276049474, Panama,Democracy
PAN-1928-2,81f21ea5-1e42-11e4-b4cd-db5882bf8def,95,PAN,Florencio Harmodio Arosemena,1928-10-01,1928-10-01,1931-01-03,1931-01-03,Regular,Irregular,"Removed by Rebels, without Foreign Support",0,Exile,M,1872,1945,1872-09-17,1945-08-30,,0,3.0,4,1.0,"Brother of Arosomena, Juan%81f24f7a-1e42-11e4-b4cd-db5882bf8def",0.0,1928,1931,56,2.25603537375853, Panama,Democracy
PAN-1931-2,81f24f79-1e42-11e4-b4cd-db5882bf8def,95,PAN,Alfaro,1931-01-16,1931-01-16,1932-10-01,1932-10-01,Regular,Regular,Regular,0,OK,M,1882,1971,1882-08-20,,,0,1.0,0,0.0,,,1931,1932,49,1.708453972360829, Panama,Democracy
PAN-1932,81f24f78-1e42-11e4-b4cd-db5882bf8def,95,PAN,"Arias, H.",1932-10-01,1932-10-01,1936-10-01,1936-10-01,Regular,Regular,Regular,1,OK,M,1886,1962,1886-07-03,1962-12-23,,0,1.0,0,0.0,"Brother of Arias, A.%81f2804c-1e42-11e4-b4cd-db5882bf8def",0.0,1932,1936,46,4.000082137210209, Panama,Democracy
PAN-1936,81f24f7a-1e42-11e4-b4cd-db5882bf8def,95,PAN,"Arosomena, Juan",1936-10-01,1936-10-01,1939-12-16,1939-12-16,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1879,1939,1879-06-24,1939-12-16,,0,2.0,0,-777.0,Brother of Florencio Harmodio Arosemena%81f21ea5-1e42-11e4-b4cd-db5882bf8def,1.0,1936,1939,57,3.206089105183542, Panama,Democracy
PAN-1940,81f2804c-1e42-11e4-b4cd-db5882bf8def,95,PAN,"Arias, A.",1940-10-01,1940-10-01,1941-10-09,1941-10-09,Regular,Irregular,"Removed by Other Government Actors, without Foreign Support",0,Exile,M,1901,1988,1901-08-15,1988-08-10,,0,3.0,8,1.0,"Brother of Arias, H.%81f24f78-1e42-11e4-b4cd-db5882bf8def",1.0,1940,1941,39,1.021239313606713, Panama,Democracy
PAN-1941-2,81f2804e-1e42-11e4-b4cd-db5882bf8def,95,PAN,"Guardia, R.",1941-10-09,1941-10-09,1945-06-15,1945-06-15,Irregular,Regular,Regular,0,OK,M,1899,1969,1899-06-14,,,1,1.0,0,0.0,,,1941,1945,42,3.682484924399543, Panama,Democracy
PAN-1945,81f2804f-1e42-11e4-b4cd-db5882bf8def,95,PAN,Jimenez,1945-06-15,1945-06-15,1948-10-01,1948-10-01,Regular,Irregular,"Removed by Other Government Actors, without Foreign Support",0,Exile,M,1888,1970,,,,0,3.0,8,1.0,,,1945,1948,57,3.296440036414163, Panama,Democracy
PAN-1949-3,81f2804c-1e42-11e4-b4cd-db5882bf8def,95,PAN,"Arias, A.",1949-11-25,1949-11-25,1951-05-10,1951-05-10,Irregular,Regular,Regular,1,Imprisonment,M,1901,1988,1901-08-15,1988-08-10,,1,1.0,0,2.0,"Brother of Arias, H.%81f24f78-1e42-11e4-b4cd-db5882bf8def",1.0,1949,1951,48,1.453828620710897, Panama,Democracy
PAN-1951,81f2e1fe-1e42-11e4-b4cd-db5882bf8def,95,PAN,"Arosomena, A.",1951-05-10,1951-05-10,1952-10-01,1952-10-01,Regular,Regular,Regular,0,OK,M,1883,1958,1883-11-20,1958-04-08,,0,1.0,0,0.0,,,1951,1952,68,1.396332573564139, Panama,Democracy
PAN-1952,81f2e1ff-1e42-11e4-b4cd-db5882bf8def,95,PAN,Remon Cantero,1952-10-01,1952-10-01,1955-01-02,1955-01-02,Regular,Irregular,Assassination by Unsupported Individual,0,Death,M,1908,1955,1908-07-01,,,0,3.0,11,3.0,,,1952,1955,44,2.253297466751542, Panama,Democracy
PAN-1955-2,81f312d2-1e42-11e4-b4cd-db5882bf8def,95,PAN,Arias Espinosa,1955-01-15,1955-01-15,1956-10-01,1956-10-01,Regular,Regular,Regular,0,OK,M,1912,1993,,,,0,1.0,0,0.0,,,1955,1956,43,1.711191879367817, Panama,Democracy
PAN-1956,81f312d3-1e42-11e4-b4cd-db5882bf8def,95,PAN,"Guardia Jr., E.",1956-10-01,1956-10-01,1960-10-01,1960-10-01,Regular,Regular,Regular,0,OK,M,1904,1983,1904-05-30,1983-05-02,,0,1.0,0,0.0,,,1956,1960,52,4.000082137210209, Panama,Democracy
PAN-1960,81f2b122-1e42-11e4-b4cd-db5882bf8def,95,PAN,"Chiari, Roberto",1960-10-01,1960-10-01,1964-10-01,1964-10-01,Regular,Regular,Regular,1,OK,M,1905,1981,1905-03-02,,,0,1.0,0,0.0,Son of Rudolfo Chiari%81ed2908-1e42-11e4-b4cd-db5882bf8def,1.0,1960,1964,55,4.000082137210209, Panama,Democracy
PAN-1964,81f312d4-1e42-11e4-b4cd-db5882bf8def,95,PAN,Robles,1964-10-01,1964-10-01,1968-10-01,1968-10-01,Regular,Regular,Regular,0,Exile,M,1905,1990,1905-11-08,,,0,1.0,0,1.0,,,1964,1968,59,4.000082137210209, Panama,Democracy
PAN-1968-2,81f312d5-1e42-11e4-b4cd-db5882bf8def,95,PAN,Torrijos Herrera,1968-10-12,1968-10-12,1981-07-31,1981-07-31,Irregular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1929,1981,1929-02-13,1981-07-31,,1,2.0,0,-777.0,Father of Martin Torrijos%81f3747b-1e42-11e4-b4cd-db5882bf8def,0.0,1968,1981,39,12.79971525767127, Panama,Democracy
PAN-1990,81f343a9-1e42-11e4-b4cd-db5882bf8def,95,PAN,Endara,1990-01-04,1990-01-04,1994-09-01,1994-09-01,Foreign Imposition,Regular,Regular,0,OK,M,1936,2009,,,,2,1.0,0,0.0,,,1990,1994,54,4.657179818887451, Panama,Democracy
COL-1874,81f3747c-1e42-11e4-b4cd-db5882bf8def,100,COL,Perez,1874-04-01,1874-04-01,1876-04-01,1876-04-01,Regular,Regular,Regular,0,OK,M,1830,1900,,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Santiago-5FP-25C3-25A9rez-5Fde-5FManosalbas&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=TI7HMY5fXb9R1ZsodnbSrM-u_FixtFWK1L0c_uB_wMs&e=,0,1.0,0,0.0,,,1874,1876,44,2.001410022108599, Colombia,Democracy
COL-1876,81f3747d-1e42-11e4-b4cd-db5882bf8def,100,COL,Parra,1876-04-01,1876-04-01,1877-05-14,1877-05-14,Regular,Retired Due to Ill Health,Regular,0,OK,M,1825,1900,,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Aquileo-5FParra&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=9p4S493__gz6qrxLES1LX2Bv-yqcXJr-b7O5vnglg14&e=,0,2.099999904632568,0,0.0,,,1876,1877,51,1.117066058851311, Colombia,Democracy
COL-1878,352d21d8-3bbd-11e5-afeb-eb6f07f9fec7,100,COL,Julián Trujillo Largacha,1878-04-01,1878-04-01,1880-04-08,1880-04-08,Regular,Regular,Regular,0,OK,M,1828,1883,,,,0,1.0,0,0.0,,,1878,1880,50,2.020575371157519, Colombia,Democracy
