leader,entry,exit,exitcode,prevtimesinoffice,posttenurefate,gender,yrborn,numentry,numexit,numexitcode,numposttenurefate,fties,ftcur,yrbegin,Polity,pop,begin_gdppc,age,tenure,growth_rate
Daniel Ortega,1.0,7.0,15.0,1,8.0,1,1945,0,-888.0,-888,-888.0,0,,2007,6.0,3.771440486639912,3.5716915295444576,62,8.97212126190134,0.0338455128087229
Jose Domingo de Obaldia,1.0,4.0,5.0,0,1.0,1,1845,0,2.0,0,-777.0,0,,1908,9.0,2.513217600067939,3.398634324538392,63,1.41276001560607,0.0664936102236422
Carlos Antonio Mendoza,1.0,1.0,5.0,0,6.0,1,1856,0,1.0,0,0.0,0,,1910,9.0,2.5224442335063197,3.452859335795852,54,0.5859120994955407,0.0274938315121606
Pablo Arosemena Alba,1.0,1.0,5.0,0,6.0,1,1836,0,1.0,0,0.0,0,,1910,9.0,2.5327543789924976,3.452859335795852,74,1.3388365264173805,0.0163905534014804
Rudolfo Chiari,1.0,1.0,5.0,0,6.0,1,1870,0,1.0,0,0.0,1,0.0,1912,9.0,2.5415792439465807,3.4668676203541096,42,0.0958267452445977,-0.0010238907849828
Pablo Arosemena Alba,1.0,1.0,5.0,1,6.0,1,1836,0,1.0,0,0.0,0,,1912,9.0,2.5415792439465807,3.4668676203541096,76,0.566746750446621,-0.0010238907849828
Belisario Porras Barahona,1.0,1.0,5.0,0,6.0,1,1856,0,1.0,0,0.0,0,,1912,9.0,2.60422605308447,3.4668676203541096,56,4.000082137210209,-0.0028668941979522
Ramon Maximiliano Valdes,1.0,4.0,5.0,0,1.0,1,1867,0,2.0,0,-777.0,0,,1916,9.0,2.645422269349092,3.4605971888976015,49,1.6701232742629897,-0.0446675900277008
Ciro Luis Urriola,1.0,1.0,5.0,0,6.0,1,1863,0,1.0,0,0.0,0,,1918,9.0,2.6665179805548807,3.419955748489758,55,0.3285488408386209,-0.0365019011406844
Belisario Porras Barahona,1.0,1.0,5.0,1,6.0,1,1856,0,1.0,0,0.0,0,,1918,9.0,2.6875289612146345,3.419955748489758,62,1.3306228053964146,-0.0351711026615969
Ernesto Lefevre,1.0,1.0,5.0,0,6.0,1,1876,0,1.0,0,0.0,0,,1920,9.0,2.6893088591236203,3.388278863459639,44,0.6707872167121843,-0.0306748466257669
Belisario Porras Barahona,1.0,1.0,5.0,2,6.0,1,1856,0,1.0,0,0.0,0,,1920,9.0,2.694605198933569,3.388278863459639,64,4.000082137210209,0.003762781186094
Rudolfo Chiari,1.0,1.0,5.0,1,6.0,1,1870,0,1.0,0,0.0,1,0.0,1924,9.0,2.7024305364455254,3.3963737275365067,54,3.937110276049474,0.0067242071457245
Tomas Duque,1.0,1.0,5.0,0,6.0,1,1890,0,1.0,0,0.0,0,,1928,9.0,2.7041505168397992,3.407900540142635,38,0.0629718611607356,0.0183737294761532
Florencio Harmodio Arosemena,1.0,2.0,11.0,0,2.0,1,1872,0,3.0,4,1.0,1,0.0,1928,9.0,2.7218106152125467,3.407900540142635,56,2.25603537375853,-0.0228042741725306
"Arias, H.",2.0,1.0,5.0,0,6.0,1,1886,1,1.0,0,0.0,1,0.0,1931,9.0,2.734799829588847,3.377124042346456,45,0.0355927910908505,-0.0088124213176667
Alfaro,1.0,1.0,5.0,0,6.0,1,1882,0,1.0,0,0.0,0,,1931,9.0,2.734799829588847,3.377124042346456,49,1.7084539723608287,-0.0044062106588333
"Arias, H.",1.0,1.0,5.0,1,6.0,1,1886,0,1.0,0,0.0,1,0.0,1932,9.0,2.783903579272735,3.373279893277496,46,4.000082137210209,0.0122777307366638
"Arosomena, Juan",1.0,4.0,5.0,0,1.0,1,1879,0,2.0,0,-777.0,1,1.0,1936,9.0,2.8169038393756605,3.3991543339582164,57,3.2060891051835423,0.0175508575987236
Boyd,1.0,1.0,5.0,0,6.0,1,1879,0,1.0,0,0.0,0,,1939,9.0,2.8432327780980096,3.428620672671939,60,0.7885172180126901,-0.0119269474468878
"Arias, A.",1.0,2.0,9.0,0,2.0,1,1901,0,3.0,8,1.0,1,1.0,1940,9.0,2.8573324964312685,3.4234097277330933,39,1.0212393136067133,0.0490380988306299
Ernesto Jaen Guardia,1.0,1.0,5.0,0,6.0,1,1895,0,1.0,0,0.0,0,,1941,9.0,2.888179493918325,3.464042205438811,46,0.0,-0.0051528684300927
"Guardia, R.",2.0,1.0,5.0,0,6.0,1,1899,1,1.0,0,0.0,0,,1941,9.0,2.8981764834976764,3.464042205438811,42,3.682484924399543,0.0395053246307111
Jimenez,1.0,2.0,9.0,0,2.0,1,1888,0,3.0,8,1.0,0,,1945,9.0,2.9148718175400505,3.5277587525209717,57,3.2964400364141637,-0.0479827944230198
Diaz Arosomena,2.0,5.0,5.0,0,1.0,1,1873,1,2.1,0,-777.0,0,,1948,9.0,2.9232440186302764,3.4352071032407476,75,0.8213721020965523,0.0029368575624082
Chaniz Pinzon,1.0,2.0,7.0,0,2.0,1,1892,0,3.0,6,1.0,0,,1949,9.0,2.9508514588885464,3.436480695009495,57,0.3148593058036784,-0.0567349926793557
"Chiari, Roberto",1.0,1.0,5.0,0,6.0,1,1905,0,1.0,0,0.0,1,1.0,1949,9.0,2.9508514588885464,3.436480695009495,44,0.0136895350349425,-0.0567349926793557
"Arias, A.",2.0,1.0,5.0,1,3.0,1,1901,1,1.0,0,2.0,1,1.0,1949,9.0,2.9618954736678504,3.436480695009495,48,1.4538286207108977,-0.0441068814055636
"Arosomena, A.",1.0,1.0,5.0,0,6.0,1,1883,0,1.0,0,0.0,0,,1951,9.0,2.9731278535996988,3.3963737275365067,68,1.396332573564139,0.0132476916900843
Remon Cantero,1.0,2.0,1.0,0,1.0,1,1908,0,3.0,11,3.0,0,,1952,9.0,3.004751155591001,3.4077307280263356,44,2.2532974667515417,0.0272454699517664
Guizado,1.0,1.0,5.0,0,3.0,1,1899,0,1.0,0,2.0,0,,1955,9.0,3.015778756389041,3.441852175773292,56,0.032854884083862,0.0253073029645698
Arias Espinosa,1.0,1.0,5.0,0,6.0,1,1912,0,1.0,0,0.0,0,,1955,9.0,3.015778756389041,3.441852175773292,43,1.7111918793678174,0.0126536514822849
"Guardia Jr., E.",1.0,1.0,5.0,0,6.0,1,1904,0,1.0,0,0.0,0,,1956,9.0,3.059941888061955,3.452706226511029,52,4.000082137210209,0.0268688293370944
"Chiari, Roberto",1.0,1.0,5.0,1,6.0,1,1905,0,1.0,0,0.0,1,1.0,1960,9.0,3.1099158630237933,3.50745106090197,55,4.000082137210209,0.0442648430214485
Robles,1.0,1.0,5.0,0,2.0,1,1905,0,1.0,0,1.0,0,,1964,9.0,3.1604685311190375,3.594282028811806,59,4.000082137210209,0.0418936116060065
"Arias, A.",1.0,2.0,7.0,2,2.0,1,1901,0,3.0,6,1.0,1,1.0,1968,9.0,3.1728946977521764,3.6768764319731373,67,0.0301169770768735,0.0471380471380471
Torrijos Herrera,2.0,4.0,5.0,0,1.0,1,1929,1,2.0,0,-777.0,1,0.0,1968,9.0,3.300812794118117,3.6768764319731373,39,12.799715257671274,0.0414562289562289
Florez Aguilar,2.0,2.0,12.0,0,3.0,1,1931,1,3.0,16,2.0,0,,1981,9.0,3.3096301674258988,3.8640955734242475,50,0.5886500065025292,0.0179133050731574
Dario Paredes,2.0,1.0,5.0,0,6.0,1,1931,1,1.0,0,0.0,0,,1982,9.0,3.318272080211627,3.8718063644587293,51,1.451090713703909,-0.0173293927995701
Noriega,2.0,3.0,13.0,0,3.0,1,1940,1,4.0,9,2.0,0,,1983,9.0,3.378942698613437,3.8564872128686307,43,6.387537047304188,-0.0013319549918492
Endara,3.0,1.0,5.0,0,6.0,1,1936,2,1.0,0,0.0,0,,1990,9.0,3.4129642719966626,3.8524189929370016,54,4.657179818887451,0.0401923753336142
Balladares,1.0,1.0,5.0,0,6.0,1,1946,0,1.0,0,0.0,0,,1994,9.0,3.4545399849648186,3.931948214315366,48,4.999418194761015,0.0288911673973556
Mireya Moscoso,1.0,1.0,5.0,0,6.0,0,1946,0,1.0,0,0.0,0,,1999,9.0,3.491921712586151,3.9905472528086694,53,5.002156101768003,0.0167749938481299
Martin Torrijos,1.0,1.0,5.0,0,6.0,1,1963,0,1.0,0,0.0,1,1.0,2004,9.0,3.526339277389844,4.032196476167735,41,4.829667960327727,0.0695711914154193
Martinelli,1.0,1.0,5.0,0,6.0,1,1952,0,1.0,0,0.0,0,,2009,9.0,3.557266528869904,4.161839958582812,57,4.999418194761015,0.0735646193249464
Varela Rodriguez,1.0,7.0,15.0,0,8.0,1,1963,0,-888.0,-888,-888.0,0,,2014,9.0,3.5631249603380444,4.297869891399902,51,1.5003730398297022,0.0218584739360362
Perez,1.0,1.0,5.0,0,6.0,1,1830,0,1.0,0,0.0,0,,1874,7.0,,3.041392685158225,44,2.001410022108599,0.0033333333333333
Parra,1.0,5.0,5.0,0,6.0,1,1825,0,2.1,0,0.0,0,,1876,7.0,,3.0457140589408676,51,1.117066058851311,0.0022502250225022
Camargo,1.0,1.0,5.0,0,6.0,1,1832,0,1.0,0,0.0,0,,1877,7.0,,3.04766419460156,45,0.2546253516499312,0.0053763440860215
Parra,1.0,1.0,5.0,1,2.0,1,1825,0,1.0,0,1.0,0,,1877,7.0,,3.04766419460156,52,0.6269807046003683,0.0053763440860215
Julián Trujillo Largacha,1.0,1.0,5.0,0,6.0,1,1828,0,1.0,0,0.0,0,,1878,7.0,,3.0499928569201424,50,2.0205753711575185,0.0032679738562091
Nunez,1.0,1.0,5.0,0,6.0,1,1825,0,1.0,0,0.0,0,,1880,7.0,,3.0542299098633974,55,1.979506766052691,0.0048543689320388
Zaldua,1.0,4.0,5.0,0,1.0,1,1811,0,2.0,0,-777.0,0,,1882,7.0,,3.058426024457005,71,0.722807449844966,0.0043706293706293
Otalora,1.0,4.0,5.0,0,1.0,1,1828,0,2.0,0,-777.0,0,,1882,7.0,,3.058426024457005,54,1.2758646652566443,0.0052447552447552
Nunez,1.0,1.0,5.0,1,6.0,1,1825,0,1.0,0,0.0,0,,1884,7.0,,3.0629578340845103,59,10.447853138668146,-0.0027524378735451
Caro,1.0,1.0,5.0,0,6.0,1,1843,0,1.0,0,0.0,0,,1894,7.0,,3.049605612594973,51,3.885090042916693,-0.0051293487957181
Sanclemente,1.0,2.0,14.0,0,3.0,1,1814,0,3.0,-999,2.0,0,,1898,7.0,3.601842789782098,3.040602340114073,84,1.979506766052691,-0.0040983606557377
Marroquin,2.0,1.0,5.0,0,6.0,1,1827,1,1.0,0,0.0,0,,1900,7.0,3.636888906983799,3.037027879755775,73,4.019247486259129,-0.0042240587695133
Reyes Prieto,1.0,1.0,5.0,0,2.0,1,1849,0,1.0,0,1.0,0,,1904,7.0,3.680607428991788,3.0277572046905536,55,4.917280984551359,0.024577861163227
J. Holguin,1.0,1.0,5.0,0,6.0,1,1848,0,1.0,0,0.0,0,,1909,7.0,3.6893088591236203,3.0780941504064105,61,0.0711855821817011,0.037593984962406
Gonzales Valencia,1.0,1.0,5.0,0,6.0,1,1854,0,1.0,0,0.0,0,,1909,7.0,3.6893088591236203,3.0780941504064105,55,0.9473158244180236,0.037593984962406
Restropo,1.0,1.0,5.0,0,6.0,1,1867,0,1.0,0,0.0,0,,1910,7.0,3.7267272090265724,3.0941215958405612,43,4.063053998370945,0.0209339774557165
Concha,1.0,1.0,5.0,0,6.0,1,1867,0,1.0,0,0.0,0,,1914,7.0,3.7710727832211948,3.137354111370733,47,4.000082137210209,0.0237609329446064
Suarez,1.0,1.0,5.0,0,6.0,1,1855,0,1.0,0,0.0,0,,1918,7.0,3.804412059137714,3.1861083798132053,63,3.263585152330301,0.0381107491856677
J. Holguin,1.0,1.0,5.0,1,6.0,1,1848,0,1.0,0,0.0,0,,1921,7.0,3.8155113373627643,3.2477278329097232,73,0.7364969848799086,0.0463538722442058
Nel Ospina,1.0,1.0,5.0,0,6.0,1,1858,0,1.0,0,0.0,0,,1922,7.0,3.8599184852007156,3.267406418752904,64,4.000082137210209,0.0307941653160453
Abadia Mendez,1.0,1.0,5.0,0,6.0,1,1867,0,1.0,0,0.0,0,,1926,7.0,3.898396045930009,3.3296012483565187,59,4.000082137210209,0.0200374531835206
Olaya Herrera,1.0,1.0,5.0,0,6.0,1,1881,0,1.0,0,0.0,0,,1930,7.0,3.91902576458736,3.3710678622717363,49,4.000082137210209,0.0069787234042553
Lopez Pumarejo,1.0,1.0,5.0,0,6.0,1,1886,0,1.0,0,0.0,1,0.0,1934,7.0,3.939619078956698,3.385963570600697,48,4.000082137210209,0.0416118421052631
Santos,1.0,1.0,5.0,0,6.0,1,1888,0,1.0,0,0.0,0,,1938,7.0,3.9854713832895876,3.4680517914542377,50,4.000082137210209,-0.0012253233492171
Lopez Pumarejo,1.0,1.0,5.0,1,6.0,1,1886,0,1.0,0,0.0,1,0.0,1942,7.0,4.019905199804614,3.4653828514484184,56,3.0007460796594043,0.0091609589041095
Lleras Camargo,1.0,1.0,5.0,0,6.0,1,1906,0,1.0,0,0.0,1,0.0,1945,7.0,4.031368062885773,3.481012420956573,39,0.9993360575508052,0.0621076973901553
Ospina Perez,1.0,1.0,5.0,0,6.0,1,1891,0,1.0,0,0.0,0,,1946,7.0,4.0641455592381455,3.5071809772602407,55,4.000082137210209,0.0134992223950233
Laureanco Gomez,1.0,1.0,5.0,0,6.0,1,1889,0,1.0,0,0.0,0,,1950,7.0,4.077912702949456,3.535547279176668,61,1.2457476881797709,-0.0007284382284382
Roberto Urdaneta Arbelaez,1.0,1.0,5.0,0,6.0,1,1890,0,1.0,0,0.0,0,,1951,7.0,4.105497206835079,3.534914104429867,61,1.6044135060952656,0.0294718412605777
Laureanco Gomez,1.0,2.0,7.0,1,2.0,1,1889,0,3.0,6,1.0,0,,1953,7.0,4.119321985452223,3.5597869682005565,64,0.0,0.0358225406448058
Rojas Pinillia,2.0,2.0,12.0,0,2.0,1,1900,1,3.0,16,1.0,0,,1953,7.0,4.160948271002616,3.5597869682005565,53,3.9069932989726,0.0135712317442821
Paris,2.0,1.0,5.0,0,6.0,1,1910,1,1.0,0,0.0,0,,1957,7.0,4.174881571303356,3.582744965691277,47,1.2430097811727825,-0.003659174072138
Lleras Camargo,1.0,1.0,5.0,1,6.0,1,1906,0,1.0,0,0.0,1,0.0,1958,7.0,4.230701377455353,3.5795549604009986,52,4.000082137210209,0.0177461822011585
Guillermo-Leon,1.0,1.0,5.0,0,6.0,1,1909,0,1.0,0,0.0,0,,1962,7.0,4.283340403917999,3.6164755138885654,53,4.000082137210209,0.0119951632406287
Lleras Restropo,1.0,1.0,5.0,0,6.0,1,1908,0,1.0,0,0.0,1,1.0,1966,7.0,4.331015240108651,3.6417714706539592,58,4.000082137210209,0.0250513347022587
Pastrana Borrero,1.0,1.0,5.0,0,6.0,1,1923,0,1.0,0,0.0,1,0.0,1970,7.0,4.37287519679339,3.693023067923694,47,4.000082137210209,0.033860502838605
Lopez Michelsen,1.0,1.0,5.0,0,6.0,1,1913,0,1.0,0,0.0,1,1.0,1974,7.0,4.407815642384198,3.7609499514108973,61,4.000082137210209,0.0234437315762094
Turbay,1.0,1.0,5.0,0,6.0,1,1916,0,1.0,0,0.0,0,,1978,7.0,4.444450780793918,3.8090881313463463,62,4.000082137210209,0.0079155672823219
Betancur,1.0,1.0,5.0,0,6.0,1,1923,0,1.0,0,0.0,0,,1982,7.0,4.482873583608754,3.8259451432038483,59,4.000082137210209,0.0111376530307554
Vargas,1.0,1.0,5.0,0,6.0,1,1921,0,1.0,0,0.0,0,,1986,7.0,4.517947671995249,3.8494808372439864,65,4.000082137210209,0.0175929854334606
César Gaviria Trujillo,1.0,1.0,5.0,0,6.0,1,1947,0,1.0,0,0.0,0,,1990,7.0,4.55146568816351,3.8860957324377474,43,4.000082137210209,0.0196245209931106
Pizano,1.0,1.0,5.0,0,6.0,1,1950,0,1.0,0,0.0,0,,1994,7.0,4.578161079013957,3.9267465640703985,44,4.000082137210209,0.0098345459722022
Arango,1.0,1.0,5.0,0,6.0,1,1954,0,1.0,0,0.0,1,1.0,1998,7.0,4.601129909164513,3.9475935579361052,44,4.000082137210209,-0.0052513175341979
Alvaro Uribe Velez,1.0,1.0,5.0,0,6.0,1,1952,0,1.0,0,0.0,0,,2002,7.0,4.642981847496263,3.9360380904921177,50,7.997426367413431,0.0370941923650128
Santos Calderon,1.0,7.0,15.0,0,8.0,1,1951,0,-888.0,-888,-888.0,0,,2010,7.0,4.667949080134665,4.048895532375689,59,5.399152617781337,0.030175875311636
Guzman Blanco,2.0,1.0,5.0,0,6.0,1,1829,1,1.0,0,0.0,0,,1870,-3.0,3.266936911159173,3.2477278329097232,41,6.820126354408372,0.0140515222482435
Jacinto Guitierrez Martinez de Aleman,1.0,1.0,5.0,0,5.0,1,1808,0,1.0,0,-666.0,0,,1877,-3.0,3.274850320016665,3.2884728005997825,69,0.0246411630628965,0.0689655172413792
Linares Alcantara,1.0,4.0,5.0,0,1.0,1,1825,0,2.0,0,-777.0,0,,1877,-3.0,3.274850320016665,3.2884728005997825,52,1.7194056003887828,0.0344827586206896
Jacinto Guitierrez Martinez de Aleman,1.0,2.0,14.0,1,2.0,1,1808,0,3.0,-999,1.0,0,,1878,-3.0,3.2826221128780624,3.317436496535099,70,0.1149920942935173,-0.0182956186807895
Guzman Blanco,1.0,1.0,5.0,1,6.0,1,1829,0,1.0,0,0.0,0,,1879,-3.0,3.318689269947746,3.30941722577814,50,5.166430522187314,0.0250940003269576
Joaquin Crespo,1.0,1.0,5.0,0,6.0,1,1841,0,1.0,0,0.0,0,,1884,-3.0,3.3281756614383227,3.3703280077795106,43,1.9986721151016105,-0.0080988917306052
Antonio Diez,1.0,1.0,5.0,0,5.0,1,1838,0,1.0,0,-666.0,0,,1886,-3.0,3.331832044436249,3.363235804483694,48,0.3860448879853795,0.0333622183708839
Guzman Blanco,1.0,1.0,5.0,2,6.0,1,1829,0,1.0,0,0.0,0,,1886,-3.0,3.331832044436249,3.363235804483694,57,0.8952955912852419,0.0333622183708839
Lopez,1.0,1.0,5.0,0,6.0,1,1830,0,1.0,0,0.0,0,,1887,-3.0,3.3370597263205246,3.3774883833761327,57,0.9089851263201846,0.0
Rojas Paul,1.0,1.0,5.0,0,6.0,1,1826,0,1.0,0,0.0,0,,1888,-3.0,3.34713478291002,3.3774883833761327,62,1.7029781583468515,0.060377358490566
Palacio,1.0,2.0,14.0,0,2.0,1,1843,0,3.0,-999,1.0,0,,1890,-3.0,3.358886204405869,3.426998958756537,47,2.247821652737565,-0.0502556428482354
Tell Villegas,2.0,2.0,14.0,0,2.0,1,1823,1,3.0,-999,1.0,0,,1892,-3.0,3.3643633546157306,3.3560258571931225,69,0.2108188395381151,0.0
Tell Villegas Pulido,1.0,2.0,14.0,0,2.0,1,1854,0,3.0,-999,1.0,0,,1892,-3.0,3.3643633546157306,3.3560258571931225,38,0.0930888382376092,0.0
Joaquin Crespo,2.0,1.0,5.0,1,6.0,1,1841,1,1.0,0,0.0,0,,1892,-3.0,3.3703280077795106,3.3560258571931225,51,1.3935946665571504,-0.0083700440528634
Guzman Alvarez,1.0,1.0,5.0,0,6.0,1,1830,0,1.0,0,0.0,0,,1894,-3.0,3.3756636139608855,3.348694190265541,64,0.0383306980978391,0.0855734767025089
Joaquin Crespo,1.0,1.0,5.0,2,1.0,1,1841,0,1.0,0,3.0,0,,1894,-3.0,3.3935752032695876,3.348694190265541,53,3.8549730658398182,-0.0109767025089605
Guzman Alvarez,1.0,1.0,5.0,1,6.0,1,1830,0,1.0,0,0.0,0,,1898,-3.0,3.3995006613146104,3.329194415088451,68,0.021903256055908,-0.1527647610121837
Andrade,2.0,2.0,14.0,0,2.0,1,1839,1,3.0,-999,1.0,0,,1898,-3.0,3.3995006613146104,3.329194415088451,59,1.640006297186116,-0.0763823805060918
Cipriano Castro,2.0,2.0,14.0,0,2.0,1,1858,1,3.0,-999,1.0,0,,1899,-3.0,3.4410664066392633,3.2571984261393445,41,9.13639568232065,-0.0063606194690265
Gomez,2.0,4.0,5.0,0,1.0,1,1857,1,2.0,0,-777.0,0,,1908,-3.0,3.5397032389478253,3.2286569581089353,51,26.995763088906685,0.0420467721117455
Lopez Contreras,1.0,1.0,5.0,0,6.0,1,1883,0,1.0,0,0.0,0,,1935,-3.0,3.586362223307866,3.5581083016305497,52,5.325229128592647,0.0470262793914246
Medina Angarita,1.0,2.0,7.0,0,2.0,1,1897,0,3.0,6,1.0,0,,1941,-3.0,3.625621081424908,3.666049738480516,44,4.454574700370302,0.0506148867313915
Betancourt,2.0,1.0,5.0,0,2.0,1,1908,1,1.0,0,1.0,0,,1945,-3.0,3.668012971641832,3.7640266076920375,37,2.3272209559402315,0.1092745638200183
Gallegos,1.0,2.0,7.0,0,2.0,1,1884,0,3.0,6,1.0,0,,1948,-3.0,3.6851144690465394,3.887167020894774,64,0.7748276829777476,0.0150414937759335
Delgado Chalbaud,2.0,2.0,11.0,0,1.0,1,1909,1,3.0,4,3.0,0,,1948,-3.0,3.6997515519061905,3.887167020894774,39,1.968555138024737,0.0486255186721992
Perez Jimenez,1.0,2.0,4.0,0,2.0,1,1914,0,3.0,2,1.0,0,,1950,-3.0,3.843997011895507,3.9274730209952757,36,7.195219614365798,0.046575868588986
Larrazabal,2.0,1.0,5.0,0,6.0,1,1911,1,1.0,0,0.0,0,,1958,-3.0,3.8613962151274723,4.065019214136254,47,0.8076825670616098,0.0398622470942746
Sanabria,1.0,1.0,5.0,0,6.0,1,1911,0,1.0,0,0.0,0,,1958,-3.0,3.8613962151274723,4.065019214136254,47,0.2491495376359541,0.0398622470942746
Betancourt,1.0,1.0,5.0,1,2.0,1,1908,0,1.0,0,1.0,0,,1959,-3.0,3.9421101870739634,4.081995025272298,51,5.073341683949705,0.0267842358006292
Leoni,1.0,1.0,5.0,0,6.0,1,1905,0,1.0,0,0.0,0,,1964,-3.0,4.016556188528287,4.1467170357439755,59,4.999418194761015,0.0090734003851915
Caldera Rodriguez,1.0,1.0,5.0,0,6.0,1,1916,0,1.0,0,0.0,0,,1969,-3.0,4.089218242042439,4.165985822774454,53,5.002156101768003,0.0146480154668486
Andres Perez,1.0,1.0,5.0,0,6.0,1,1922,0,1.0,0,0.0,0,,1974,-3.0,4.157006736522341,4.202570046097484,52,4.999418194761015,0.0149532710280373
Campins,1.0,1.0,5.0,0,6.0,1,1925,0,1.0,0,0.0,0,,1979,-3.0,4.218654276654701,4.233884108765886,54,4.895377728495451,-0.0412955938138313
Lusinchi,1.0,1.0,5.0,0,6.0,1,1924,0,1.0,0,0.0,0,,1984,-3.0,4.275327988738683,4.133443097549098,60,5.002156101768003,-0.0103821921502292
Andres Perez,1.0,1.0,5.0,1,3.0,1,1922,0,1.0,0,2.0,0,,1989,-3.0,4.314729077963727,4.105510184769974,67,4.575042608677796,0.0304925803921568
Velasquez,1.0,1.0,5.0,0,6.0,1,1916,0,1.0,0,0.0,0,,1993,-3.0,4.32377748221316,4.167137139019917,77,0.4243755860832187,-0.0384257360638446
Caldera Rodriguez,1.0,1.0,5.0,1,6.0,1,1916,0,1.0,0,0.0,0,,1994,-3.0,4.365576784166437,4.150119970155196,78,4.999418194761015,-0.0065083778520034
Hugo Chavez,1.0,4.0,5.0,0,1.0,1,1954,0,2.0,0,-777.0,0,,1999,-3.0,4.458783200962943,4.135752140054603,45,13.087195493405067,0.0254974364055916
Maduro,1.0,7.0,15.0,0,8.0,1,1962,0,-888.0,-888,-888.0,0,,2012,-3.0,4.473148880753804,4.268320501218538,50,3.8221181817559566,0.0034098873254622
Plaza Gutierrez,1.0,1.0,5.0,0,2.0,1,1865,0,1.0,0,1.0,0,,1901,5.0,3.1775364999298623,3.049605612594973,36,3.997344230203221,0.0205173951828724
Garcia,1.0,2.0,14.0,0,2.0,1,1842,0,3.0,-999,1.0,0,,1905,5.0,3.1838390370564214,3.083860800866573,63,0.372355352950437,0.019785655399835
Aloy Alfaro Delgado,2.0,2.0,14.0,2,1.0,1,1842,1,3.0,-999,3.0,0,,1906,5.0,3.215108581053093,3.0923696996291206,64,5.563427038200648,0.0246564268391269
Freile,1.0,1.0,5.0,0,2.0,1,1851,0,1.0,0,1.0,0,,1911,5.0,3.2214142378423385,3.1522883443830563,60,0.0547581401397701,0.0295774647887323
E. Estrada,1.0,4.0,5.0,0,1.0,1,1855,0,2.0,0,-777.0,0,,1911,5.0,3.2214142378423385,3.1522883443830563,56,0.3066455847827128,0.0295774647887323
Freile,1.0,1.0,5.0,1,2.0,1,1851,0,1.0,0,1.0,0,,1911,5.0,3.2214142378423385,3.1522883443830563,60,0.205343025524138,0.0295774647887323
Andrade Marin,1.0,1.0,5.0,0,5.0,1,1841,0,1.0,0,-666.0,0,,1912,5.0,3.227629649571009,3.1649473726218416,71,0.4298514000971957,0.0300957592339261
Alfredo Baquerizo Moreno,1.0,1.0,5.0,0,6.0,1,1859,0,1.0,0,0.0,0,,1912,5.0,3.227629649571009,3.1649473726218416,53,0.0602339541537471,0.0300957592339261
Plaza Gutierrez,1.0,1.0,5.0,1,6.0,1,1865,0,1.0,0,0.0,0,,1912,5.0,3.238297067875394,3.1649473726218416,47,4.000082137210209,0.0165526675786593
Alfredo Baquerizo Moreno,1.0,1.0,5.0,1,6.0,1,1859,0,1.0,0,0.0,0,,1916,5.0,3.2528530309798933,3.199480914862356,57,4.000082137210209,0.0122552116234996
Tamayo,1.0,1.0,5.0,0,6.0,1,1858,0,1.0,0,0.0,0,,1920,5.0,3.2671717284030137,3.225309281725863,62,4.000082137210209,0.0082142857142857
Cordova,1.0,2.0,7.0,0,2.0,1,1863,0,3.0,6,1.0,0,,1924,5.0,3.2706788361447066,3.2427898094786767,61,0.8514890791734259,0.0091480846197826
Ayora,2.0,2.0,7.0,0,2.0,1,1879,1,3.0,6,1.0,0,,1925,5.0,3.299942900022767,3.2467447097238415,46,6.124697974633292,0.0132739781464993
Larrea Alba,2.0,2.0,7.0,0,2.0,1,1895,1,3.0,6,1.0,0,,1931,5.0,3.311753861055754,3.2853322276438846,36,0.1423711643634023,-0.0202177293934681
Alfredo Baquerizo Moreno,2.0,2.0,7.0,2,3.0,1,1859,1,3.0,6,2.0,0,,1931,5.0,3.311753861055754,3.2853322276438846,72,0.8679165212153569,-0.0202177293934681
Freile Larrea,1.0,1.0,5.0,0,6.0,1,1892,0,1.0,0,0.0,0,,1932,5.0,3.3211840273023143,3.2764618041732443,40,0.016427442041931,0.0
Guerrero Martin,1.0,1.0,5.0,0,5.0,1,1878,0,1.0,0,-666.0,0,,1932,5.0,3.3211840273023143,3.2764618041732443,54,0.2601011656639082,0.0
Martinez Mera,1.0,1.0,5.0,0,5.0,1,1875,0,1.0,0,-666.0,0,,1932,5.0,3.3211840273023143,3.2764618041732443,57,0.8651786142083684,0.0
Montalvo,2.0,1.0,5.0,0,6.0,1,1876,1,1.0,0,0.0,0,,1933,5.0,3.330413773349191,3.2764618041732443,57,0.8624407072013799,0.0
Velasco Ibarra,1.0,2.0,7.0,0,3.0,1,1893,0,3.0,6,2.0,0,,1934,5.0,3.3416323357780544,3.2764618041732443,41,0.9692190804739316,0.0
Pons,2.0,2.0,12.0,0,5.0,1,1897,1,3.0,16,-666.0,0,,1935,5.0,3.351989455435632,3.2764618041732443,38,0.0985646522515862,0.0095238095238094
Paez,2.0,2.0,12.0,0,2.0,1,1876,1,3.0,16,1.0,0,,1935,5.0,3.3613500243522663,3.2764618041732443,59,2.0753335112972886,0.0065255731922398
Enriquez Gallo,2.0,1.0,5.0,0,6.0,1,1895,1,1.0,0,0.0,0,,1937,5.0,3.371990911464915,3.284881714655453,42,0.7967309390336558,0.0108977685521536
