idacr,yrend,gdppc,pop
COG,1983,4473.0,1828.563
COG,1984,4664.0,1883.981
COG,1985,4484.0,1941.765
COG,1986,4058.0,2002.137
COG,1987,3953.0,2064.973
COG,1988,3908.0,2130.061
COG,1989,3865.0,2197.165
COG,1990,3794.0,2266.001
COG,1991,3862.5743,2332.561036
COG,1992,3940.9717,2400.50455
COG,1993,3874.1698,2474.020751
COG,1994,3635.9892,2549.269362
COG,1995,3763.5958,2621.105187
COG,1996,3988.8773,2692.164591
COG,1997,3899.7627,2750.139098
COG,1998,4042.7783,2812.027341
COG,1999,3925.6864,2885.988378
COG,2000,4159.2227,2998.659281
COG,2001,4256.6554,3112.607557
COG,2002,4458.6342,3180.557193
COG,2003,4467.904,3273.9757
COG,2004,4560.5125,3399.645797
COG,2005,4820.7073,3542.7512
COG,2006,5016.0576,3701.675809
COG,2007,4844.9702,3859.470985
COG,2008,5081.1316,3989.268054
COG,2009,5379.0042,4145.504265
COG,2010,5738.163,4323.515988
COG,2011,5875.0,4467.937532
COG,2012,5949.0,4580.957366
COG,2013,6031.0,4666.792245
COG,2014,6321.0,4756.92958
COG,2015,6272.0,4851.458135
COG,2016,5974.0,4950.745205
COG,2017,5747.0252,5055.079525
COG,2018,5714.5917,5164.601891
COL,1800,942.0,
COL,1820,850.0,1206.0
COL,1850,784.0,2065.0
COL,1860,913.0,
COL,1870,1078.0,2392.0
COL,1871,1082.0,
COL,1872,1089.0,
COL,1873,1093.0,
COL,1874,1100.0,
COL,1875,1105.0,
COL,1876,1111.0,
COL,1877,1116.0,
COL,1878,1122.0,
COL,1879,1127.0,
COL,1880,1133.0,
COL,1881,1138.0,
COL,1882,1144.0,
COL,1883,1149.0,
COL,1884,1156.0,
COL,1885,1162.0,
COL,1886,1167.0,
COL,1887,1160.0,
COL,1888,1156.0,
COL,1889,1149.0,
COL,1890,1144.0,3369.0
COL,1891,1138.0,
COL,1892,1132.0,
COL,1893,1127.0,
COL,1894,1121.0,
COL,1895,1116.0,
COL,1896,1109.0,
COL,1897,1105.0,
COL,1898,1098.0,
COL,1899,1093.0,
COL,1900,1089.0,3998.0
COL,1901,1082.0,4079.0
COL,1902,1078.0,4162.0
COL,1903,1071.0,4247.0
COL,1904,1066.0,4334.0
COL,1905,1062.0,4422.0
COL,1906,1070.0,4512.0
COL,1907,1119.0,4604.0
COL,1908,1160.0,4697.0
COL,1909,1197.0,4793.0
COL,1910,1242.0,4890.0
COL,1911,1278.0,4990.0
COL,1912,1317.0,5091.0
COL,1913,1347.0,5195.0
COL,1914,1372.0,5330.0
COL,1915,1407.0,5468.0
COL,1916,1452.0,5609.0
COL,1917,1482.0,5754.0
COL,1918,1535.0,5903.0
COL,1919,1629.0,6056.0
COL,1920,1707.0,6213.0
COL,1921,1769.0,6374.0
COL,1922,1851.0,6539.0
COL,1923,1930.0,6709.0
COL,1924,2000.0,6882.0
COL,1925,2000.0,7061.0
COL,1926,2136.0,7243.0
COL,1927,2270.0,7431.0
COL,1928,2375.0,7624.0
COL,1929,2399.0,7821.0
COL,1930,2350.0,7914.0
COL,1931,2308.0,8009.0
COL,1932,2409.0,8104.0
COL,1933,2514.0,8201.0
COL,1934,2432.0,8299.0
COL,1935,2673.0,8398.0
COL,1936,2780.0,8498.0
COL,1937,2791.0,8599.0
COL,1938,2938.0,8702.0
COL,1939,3037.0,8935.0
COL,1940,3021.0,9174.0
COL,1941,2992.0,9419.0
COL,1942,2920.0,9671.0
COL,1943,2856.0,9930.0
COL,1944,2970.0,10196.0
COL,1945,3027.0,10469.0
COL,1946,3215.0,10749.0
COL,1947,3255.0,11036.0
COL,1948,3268.0,11332.0
COL,1949,3359.0,11635.0
COL,1950,3432.0,11591.658
COL,1951,3427.0,11965.0
COL,1952,3529.0,12350.771
COL,1953,3629.0,12749.619
COL,1954,3759.0,13162.003
COL,1955,3783.0,13588.405
COL,1956,3811.0,14029.321
COL,1957,3826.0,14485.993
COL,1958,3798.0,14958.277
COL,1959,3942.0,15446.73
COL,1960,3980.0,15952.727
COL,1961,4049.0,16476.124
COL,1962,4135.0,17009.885
COL,1963,4140.0,17546.017
COL,1964,4264.0,18090.0
COL,1965,4286.0,18646.175
COL,1966,4383.0,19201.732
COL,1967,4438.0,19764.027
COL,1968,4581.0,20321.665
COL,1969,4744.0,20869.14
COL,1970,4932.0,21429.658
COL,1971,5091.0,21992.579
COL,1972,5348.0,22542.89
COL,1973,5577.0,23069.231
COL,1974,5767.0,23598.0
COL,1975,5772.0,24125.0
COL,1976,5918.0,24638.0
COL,1977,6046.0,25119.0
COL,1978,6443.0,25575.0
COL,1979,6658.0,26072.0
COL,1980,6786.0,26631.0
COL,1981,6782.0,27215.0
COL,1982,6698.0,27826.0
COL,1983,6655.0,28455.0
COL,1984,6741.0,29096.0
COL,1985,6809.0,29748.0
COL,1986,7071.0,30400.0
COL,1987,7296.0,31042.0
COL,1988,7442.0,31673.0
COL,1989,7533.0,32307.0
COL,1990,7693.0,32957.0
COL,1991,7713.022,33641.73298
COL,1992,7888.1055,34313.91092
COL,1993,8180.8705,34968.70494
COL,1994,8447.8572,35601.28618
COL,1995,8735.8833,36206.82579
COL,1996,8770.5832,36795.94725
COL,1997,8952.473,37278.8337
COL,1998,8863.2614,37858.29744
COL,1999,8382.1399,38341.18388
COL,2000,8496.7919,38916.78453
COL,2001,8528.0335,39417.05489
COL,2002,8630.5424,39914.42793
COL,2003,8855.2174,40416.62983
COL,2004,9211.2791,40917.86596
COL,2005,9524.7227,41421.03364
COL,2006,10039.6831,41920.33823
COL,2007,10602.3049,42423.5059
COL,2008,10846.7377,42929.5709
COL,2009,10894.1023,43439.49899
COL,2010,11191.6864,43952.3244
COL,2011,11788.0,44469.01289
COL,2012,12123.0,44987.63294
COL,2013,12568.0,45508.18453
COL,2014,12972.0,46030.66766
COL,2015,13218.0,46553.1508
COL,2016,13326.0,47079.49703
COL,2017,13358.0323,47604.87748
COL,2018,13545.0495,48128.32639
COM,1950,534.0,148.0
COM,1951,553.0,151.0
COM,1952,559.0,154.0
COM,1953,571.0,157.0
COM,1954,590.0,160.0
COM,1955,596.0,164.0
COM,1956,606.0,167.0
COM,1957,615.0,171.0
COM,1958,618.0,175.0
COM,1959,639.0,179.0
COM,1960,679.0,183.0
COM,1961,671.0,187.0
COM,1962,714.0,192.0
COM,1963,846.0,196.0
COM,1964,888.0,201.0
COM,1965,870.0,206.0
COM,1966,937.0,212.0
COM,1967,952.0,217.0
COM,1968,928.0,223.0
COM,1969,918.0,230.0
COM,1970,961.0,237.0
COM,1971,974.0,244.0
COM,1972,966.0,252.0
COM,1973,1006.0,259.0
COM,1974,1004.0,267.0
COM,1975,1038.0,276.0
COM,1976,1009.0,284.0
COM,1977,966.0,309.0
COM,1978,964.0,319.0
COM,1979,1023.0,329.0
COM,1980,1065.0,340.0
COM,1981,1081.0,348.0
COM,1982,1124.0,356.0
COM,1983,1149.0,365.0
COM,1984,1168.0,374.0
COM,1985,1162.0,383.0
COM,1986,1157.0,392.0
COM,1987,1149.0,401.0
COM,1988,1152.0,411.0
COM,1989,1108.0,421.0
COM,1990,1092.0,430.0
COM,1991,1101.0036,440.0
COM,1992,1185.5141,451.0
COM,1993,1210.6353,461.0
COM,1994,1136.7435,472.0
COM,1995,1166.9368,483.0
COM,1996,1141.6016,494.0
COM,1997,1177.5825,506.0
COM,1998,1179.8441,518.0
COM,1999,1189.2567,531.0
COM,2000,1204.4024,545.0
COM,2001,1217.4992,559.0
COM,2002,1229.8559,574.0
COM,2003,1240.0513,590.0
COM,2004,1247.2749,606.0
COM,2005,1265.6867,623.0
COM,2006,1388.0026,640.0
COM,2007,1382.5391,657.0
COM,2008,1419.3671,674.0
COM,2009,1455.2823,690.0
COM,2010,1432.5624,706.0
COM,2011,1479.0,722.0
COM,2012,1509.0,737.0
COM,2013,1619.0,752.0
COM,2014,1647.0,767.0
COM,2015,1696.0,781.0
COM,2016,1702.0,795.0
COM,2017,1712.8394,808.08
COM,2018,1724.4206,821.164
CPV,1950,1006.0,146.0
CPV,1951,1019.0,151.0
CPV,1952,1031.0,155.0
CPV,1953,1044.0,160.0
CPV,1954,1030.0,164.0
CPV,1955,1034.0,169.0
CPV,1956,1047.0,174.0
CPV,1957,1012.0,180.0
CPV,1958,1004.0,185.0
CPV,1959,1087.0,191.0
CPV,1960,1135.0,197.0
CPV,1961,1173.0,203.0
CPV,1962,1207.0,210.0
CPV,1963,1237.0,217.0
CPV,1964,1262.0,224.0
CPV,1965,1286.0,232.0
CPV,1966,1309.0,239.0
CPV,1967,1328.0,247.0
CPV,1968,1347.0,254.0
CPV,1969,1366.0,262.0
CPV,1970,1385.0,269.0
CPV,1971,1435.0,273.0
CPV,1972,1457.0,275.0
CPV,1973,1470.0,277.0
CPV,1974,1497.0,279.0
CPV,1975,1237.0,280.0
CPV,1976,1251.0,283.0
CPV,1977,1176.0,286.0
CPV,1978,1275.0,289.0
CPV,1979,1301.0,293.0
CPV,1980,1352.0,296.0
CPV,1981,1447.0,300.0
CPV,1982,1470.0,304.0
CPV,1983,1588.0,308.0
CPV,1984,1626.0,312.0
CPV,1985,1742.0,317.0
CPV,1986,1766.0,321.0
CPV,1987,1817.0,326.0
CPV,1988,1898.0,331.0
CPV,1989,1980.0,335.0
CPV,1990,1965.0,340.0
CPV,1991,1988.3073,347.0
CPV,1992,2029.596,356.0
CPV,1993,2159.2202,366.0
CPV,1994,2291.0803,376.0
CPV,1995,2444.9032,385.0
CPV,1996,2594.0997,395.0
CPV,1997,2777.4651,404.0
CPV,1998,2999.6245,413.0
CPV,1999,3346.8799,422.0
CPV,2000,3583.5868,430.0
CPV,2001,3799.0326,438.0
CPV,2002,3998.2617,447.0
CPV,2003,4185.4891,455.0
CPV,2004,4368.0548,463.0
CPV,2005,4659.3962,471.0
CPV,2006,5140.8706,478.0
CPV,2007,5597.8503,486.0
CPV,2008,5985.1068,494.0
CPV,2009,5926.5065,501.0
CPV,2010,6033.7202,509.0
CPV,2011,6295.0,516.0
CPV,2012,6273.0,524.0
CPV,2013,6234.0,531.0
CPV,2014,6262.0,539.0
CPV,2015,6266.0,546.0
CPV,2016,6418.0,553.0
CPV,2017,6576.9429,561.899
CPV,2018,6831.216,568.373
CRI,1920,2589.0,420.0
CRI,1921,2475.0,430.0
CRI,1922,2695.0,430.0
CRI,1923,2434.0,440.0
CRI,1924,2724.0,450.0
CRI,1925,2654.0,460.0
CRI,1926,2872.0,470.0
CRI,1927,2608.0,470.0
CRI,1928,2686.0,480.0
CRI,1929,2522.0,490.0
CRI,1930,2592.0,500.0
CRI,1931,2511.0,510.0
CRI,1932,2265.0,520.0
CRI,1933,2646.0,530.0
CRI,1934,2291.0,540.0
CRI,1935,2434.0,550.0
CRI,1936,2550.0,560.0
CRI,1937,2872.0,580.0
CRI,1938,2990.0,590.0
CRI,1939,2976.0,610.0
CRI,1940,2810.0,620.0
CRI,1941,3097.0,630.0
CRI,1942,2691.0,650.0
CRI,1943,2644.0,660.0
CRI,1944,2326.0,680.0
CRI,1945,2573.0,700.0
CRI,1946,2804.0,710.0
CRI,1947,3245.0,730.0
CRI,1948,3339.0,750.0
CRI,1949,3384.0,770.0
CRI,1950,3129.0,866.982
CRI,1951,3110.0,895.336
CRI,1952,3370.0,926.317
CRI,1953,3751.0,958.893
CRI,1954,3649.0,993.786
CRI,1955,3921.0,1031.782
CRI,1956,3668.0,1071.654
CRI,1957,3835.0,1112.3
CRI,1958,4152.0,1154.408
CRI,1959,4141.0,1200.148
CRI,1960,4328.0,1248.022
CRI,1961,4340.0,1296.587
CRI,1962,4439.0,1345.187
CRI,1963,4653.0,1393.441
CRI,1964,4720.0,1440.184
CRI,1965,4983.0,1487.605
CRI,1966,5193.0,1538.442
CRI,1967,5338.0,1588.717
CRI,1968,5574.0,1638.476
CRI,1969,5773.0,1687.1
CRI,1970,5984.0,1735.523
CRI,1971,6199.0,1785.636
CRI,1972,6564.0,1834.796
CRI,1973,6884.0,1886.035
CRI,1974,7061.0,1937.413
CRI,1975,7007.0,1991.58
CRI,1976,7182.0,2048.557
CRI,1977,7602.0,2108.457
CRI,1978,7763.0,2192.367
CRI,1979,7905.0,2259.714
CRI,1980,7828.0,2299.124
CRI,1981,7461.0,2357.285
CRI,1982,6751.0,2424.367
CRI,1983,6743.0,2494.353
CRI,1984,7065.0,2567.516
CRI,1985,6918.0,2643.808
CRI,1986,7087.0,2723.111
CRI,1987,7221.0,2799.811
CRI,1988,7270.0,2875.267
CRI,1989,7489.0,2951.454
CRI,1990,7567.0,3027.175
CRI,1991,7552.3622,3097.008037
CRI,1992,8038.7678,3172.449305
CRI,1993,8363.483,3260.73213
CRI,1994,8479.5687,3355.524348
CRI,1995,8576.4224,3449.183104
CRI,1996,8446.7812,3540.56893
CRI,1997,8683.9485,3630.000235
CRI,1998,9053.8516,3718.529378
CRI,1999,9183.895,3805.074963
CRI,2000,9319.7662,3887.593355
CRI,2001,9451.6153,3961.315407
CRI,2002,9591.5533,4026.135981
CRI,2003,9831.2496,4089.088147
CRI,2004,10086.7837,4152.049324
CRI,2005,10308.3741,4214.124359
CRI,2006,10880.4767,4275.278206
CRI,2007,11584.6767,4336.721426
CRI,2008,11935.1578,4398.91261
CRI,2009,11638.0019,4460.797399
CRI,2010,12031.5709,4522.050374
CRI,2011,12366.0,4582.470275
CRI,2012,12792.0,4642.333458
CRI,2013,12916.0,4702.004393
CRI,2014,13222.0,4761.372938
CRI,2015,13677.0,4820.35899
CRI,2016,14098.0,4878.833382
CRI,2017,14470.7773,4936.622891
CRI,2018,14686.2539,4993.580327
CSK,1820,1353.0,7657.0
CSK,1850,1720.0,9250.0
CSK,1870,1855.0,10155.0
CSK,1890,2399.0,11253.0
CSK,1900,2756.0,12142.0
CSK,1910,3174.0,12984.0
CSK,1913,3341.0,13245.0
CSK,1920,3081.0,12979.0
CSK,1921,3323.0,13008.0
CSK,1922,3198.0,13159.0
CSK,1923,3429.0,13293.0
CSK,1924,3751.0,13413.0
CSK,1925,4154.0,13537.0
CSK,1926,4105.0,13644.0
CSK,1927,4387.0,13728.0
CSK,1928,4745.0,13807.0
CSK,1929,4849.0,13884.0
CSK,1930,4664.0,13964.0
CSK,1931,4477.0,14052.0
CSK,1932,4272.0,14138.0
CSK,1933,4068.0,14216.0
CSK,1934,3894.0,14282.0
CSK,1935,3841.0,14339.0
CSK,1936,4143.0,14387.0
CSK,1937,4594.0,14429.0
CSK,1948,4922.0,12339.0
CSK,1949,5195.0,12339.0
CSK,1950,5581.0,12389.0
CSK,1951,5617.0,12532.0
CSK,1952,5735.0,12683.0
CSK,1953,5649.0,12820.0
CSK,1954,5821.0,12952.0
CSK,1955,6252.0,13093.0
CSK,1956,6551.0,13229.0
CSK,1957,6886.0,13358.0
CSK,1958,7348.0,13474.0
CSK,1959,7619.0,13565.0
CSK,1960,8142.0,13654.0
CSK,1961,8389.0,13779.0
CSK,1962,8454.0,13858.0
CSK,1963,8241.0,13948.0
CSK,1964,8563.0,14052.0
CSK,1965,8820.0,14147.0
CSK,1966,9151.0,14224.0
CSK,1967,9507.0,14277.0
CSK,1968,9919.0,14323.0
CSK,1969,10128.0,14284.0
CSK,1970,10307.0,14319.0
CSK,1971,10613.0,14381.0
CSK,1972,10932.0,14456.0
CSK,1973,11223.0,14549.0
CSK,1974,11545.0,14658.0
CSK,1975,11794.0,14772.0
CSK,1976,11893.0,14884.0
CSK,1977,12344.0,14990.0
CSK,1978,12411.0,15089.0
CSK,1979,12439.0,15182.0
CSK,1980,12723.0,15255.0
CSK,1981,12612.0,15312.0
CSK,1982,12824.0,15352.0
CSK,1983,12986.0,15388.0
CSK,1984,13260.0,15423.0
CSK,1985,13337.0,15455.0
CSK,1986,13560.0,15481.0
CSK,1987,13603.0,15511.0
CSK,1988,13882.0,15537.0
CSK,1989,13976.0,15559.0
CSK,1990,13570.0,15572.0
CSK,1991,11949.6328,15587.0
CSK,1992,11742.9292,15619.0
CSK,1993,11879.8085,15650.0
CSK,1994,12358.111,15675.0
CSK,1995,13181.2916,15685.0
CSK,1996,13981.7828,15685.0
CSK,1997,14199.4082,15684.0
CSK,1998,14485.9278,15681.0
CSK,1999,14769.3998,15676.0
CSK,2000,15378.2064,15670.0
CSK,2001,15999.6404,15667.0
CSK,2002,16595.3988,15666.0
CSK,2003,17407.0739,15667.0
CSK,2004,18389.2277,15670.0
CSK,2005,19774.0612,15673.0
CSK,2006,21409.4276,15675.0
CSK,2007,23146.2075,15676.0
CSK,2008,24256.8832,15676.0
CSK,2009,23659.4751,15769.0
CSK,2010,24573.3095,15804.0
CSK,2011,25289.0,15833.0
CSK,2012,25279.0,15857.0
CSK,2013,25329.0,15866.0
CSK,2014,25976.0,15882.0
CSK,2015,27041.0,15908.0
CSK,2016,27738.0,15935.0
CSK,2017,28773.3313,15971.68866
CSK,2018,29600.5982,16014.58375
CUB,1690,295.0,
CUB,1750,481.0,
CUB,1775,526.0,
CUB,1792,579.0,
CUB,1829,787.0,
CUB,1844,799.0,
CUB,1850,888.0,1186.0
CUB,1862,1068.0,
CUB,1881,1267.0,
CUB,1892,1737.0,
CUB,1902,1680.0,1775.0
CUB,1903,1758.0,1837.0
CUB,1904,1809.0,1879.0
CUB,1905,1887.0,1927.0
CUB,1906,1913.0,1979.0
CUB,1907,2069.0,2034.0
CUB,1908,1836.0,2092.0
CUB,1909,2069.0,2154.0
CUB,1910,2069.0,2219.0
CUB,1911,1887.0,2287.0
CUB,1912,1940.0,2358.0
CUB,1913,2120.0,2431.0
CUB,1914,2173.0,2507.0
CUB,1915,2146.0,2585.0
CUB,1916,2249.0,2664.0
CUB,1917,2275.0,2746.0
CUB,1918,2302.0,2828.0
CUB,1919,2378.0,2912.0
CUB,1920,2378.0,2997.0
CUB,1921,2302.0,3083.0
CUB,1922,2275.0,3170.0
CUB,1923,2249.0,3257.0
CUB,1924,2327.0,3345.0
CUB,1925,2560.0,3432.0
CUB,1926,2431.0,3519.0
CUB,1927,2405.0,3606.0
CUB,1928,2275.0,3693.0
CUB,1929,2507.0,3742.0
CUB,1930,2378.0,3837.0
CUB,1931,1758.0,3910.0
CUB,1932,1629.0,3984.0
CUB,1933,1551.0,4060.0
CUB,1934,1680.0,4137.0
CUB,1935,1809.0,4221.0
CUB,1936,1913.0,4289.0
CUB,1937,2042.0,4357.0
CUB,1938,2069.0,4428.0
CUB,1939,2042.0,4497.0
CUB,1940,2069.0,4566.0
CUB,1941,2198.0,4635.0
CUB,1942,2198.0,4704.0
CUB,1943,2069.0,4779.0
CUB,1944,2275.0,4849.0
CUB,1945,2275.0,4932.0
CUB,1946,2405.0,5039.0
CUB,1947,2560.0,5152.0
CUB,1948,2507.0,5268.0
CUB,1949,2482.0,5386.0
CUB,1950,2638.0,5785.0
CUB,1951,2664.0,5892.0
CUB,1952,2844.0,6008.0
CUB,1953,2611.0,6129.0
CUB,1954,2611.0,6254.0
CUB,1955,2638.0,6381.0
CUB,1956,2740.0,6513.0
CUB,1957,2922.0,6641.0
CUB,1958,2922.0,6763.0
CUB,1959,3006.0,6901.0
CUB,1960,2994.0,7027.0
CUB,1961,3068.0,7134.0
CUB,1962,2974.0,7254.0
CUB,1963,2958.0,7415.0
CUB,1964,3158.0,7612.0
CUB,1965,3088.0,7810.0
CUB,1966,3185.0,7985.0
CUB,1967,3489.0,8139.0
CUB,1968,3229.0,8284.0
CUB,1969,3137.0,8421.0
CUB,1970,2976.0,8543.0
CUB,1971,3161.0,8669.0
CUB,1972,3253.0,8830.0
CUB,1973,3486.0,9000.0
CUB,1974,3609.0,9151.0
CUB,1975,3733.0,9287.0
CUB,1976,3786.0,9418.0
CUB,1977,3913.0,9534.0
CUB,1978,4114.0,9630.0
CUB,1979,4183.0,9705.0
CUB,1980,4106.0,9648.0
CUB,1981,4420.0,9706.0
CUB,1982,4487.0,9792.0
CUB,1983,4705.0,9887.0
CUB,1984,5051.0,9983.0
CUB,1985,5120.0,10084.0
CUB,1986,5075.0,10183.0
CUB,1987,4887.0,10279.0
CUB,1988,4994.0,10382.0
CUB,1989,4991.0,10489.0
CUB,1990,4713.0,10597.0
CUB,1991,3982.2657,10697.0
CUB,1992,3399.9647,10780.0
CUB,1993,2657.466,10850.0
CUB,1994,2683.0985,10893.0
CUB,1995,2860.7573,10921.0
CUB,1996,3249.6353,10963.0
CUB,1997,3425.5618,11014.0
CUB,1998,3415.5452,11064.0
CUB,1999,3623.5954,11108.0
CUB,2000,4009.3399,11147.0
CUB,2001,4231.3238,11179.0
CUB,2002,4369.0403,11210.0
CUB,2003,4506.6759,11241.0
CUB,2004,4561.0167,11260.0
CUB,2005,4713.7063,11268.0
CUB,2006,5416.1412,11266.0
CUB,2007,5635.6883,11261.0
CUB,2008,6004.8939,11258.0
CUB,2009,6248.3044,11260.0
CUB,2010,6578.1906,11262.0
CUB,2011,6928.0,11264.0
CUB,2012,7138.0,11262.0
CUB,2013,7379.0,11250.0
CUB,2014,7628.0,11238.0
CUB,2015,7889.0,11214.0
CUB,2016,8000.0,11180.0
CUB,2017,8141.7435,11147.407
CUB,2018,8325.6313,11116.396
CYP,1950,2885.0,494.0
CYP,1951,2782.0,502.0
CYP,1952,3017.0,508.0
CYP,1953,3274.0,515.0
CYP,1954,3287.0,523.0
CYP,1955,3360.0,530.0
CYP,1956,3688.0,536.0
CYP,1957,3848.0,546.0
CYP,1958,3660.0,558.0
CYP,1959,3814.0,567.0
CYP,1960,3496.0,573.0
CYP,1961,3845.0,578.7
CYP,1962,4211.0,576.0
CYP,1963,4423.0,582.3
CYP,1964,3971.0,586.5
CYP,1965,4825.0,590.8
CYP,1966,5083.0,595.0
CYP,1967,5732.0,599.4
CYP,1968,5947.0,604.3
CYP,1969,6446.0,609.4
CYP,1970,6590.0,614.6
CYP,1971,7382.0,619.8
CYP,1972,7809.0,626.3
CYP,1973,7913.0,633.9
CYP,1974,6503.0,640.7
CYP,1975,5528.0,610.5
CYP,1976,6652.0,598.6
CYP,1977,7704.0,598.4
CYP,1978,8257.0,601.0
CYP,1979,9011.0,605.1
CYP,1980,9451.0,611.0
CYP,1981,9631.0,617.9
CYP,1982,10131.0,624.3
CYP,1983,10544.0,631.8
CYP,1984,11330.0,639.9
CYP,1985,11725.0,647.3
CYP,1986,12121.0,650.0
CYP,1987,12792.0,659.4
CYP,1988,13748.0,664.217
CYP,1989,14712.0,670.912
CYP,1990,15560.0,681.349
CYP,1991,15417.1244,699.2164081
CYP,1992,16570.3973,718.0684213
CYP,1993,16439.2393,735.6191814
CYP,1994,17210.9865,750.9921785
CYP,1995,18751.4865,764.7325879
CYP,1996,18875.2886,777.0190011
CYP,1997,19264.7878,788.111669
CYP,1998,20212.739,797.833762
CYP,1999,21147.5251,806.8115266
CYP,2000,22326.798,815.4397446
CYP,2001,23095.736,824.2765156
CYP,2002,23828.0731,833.7765438
CYP,2003,24347.0754,843.9715527
CYP,2004,25355.2402,855.3373956
CYP,2005,26164.2096,867.7448283
CYP,2006,27142.0176,882.3429484
CYP,2007,28109.9961,901.3300804
CYP,2008,28736.9745,924.2497575
CYP,2009,27735.0329,949.3977203
CYP,2010,27630.1039,974.5539077
CYP,2011,27272.0,999.7394688
CYP,2012,26011.0,1015.08838
CYP,2013,24519.0,1012.732025
CYP,2014,24411.0,1001.646407
CYP,2015,24963.0,995.9590791
CYP,2016,25577.0,1000.537845
CYP,2017,26445.2868,1009.888655
CYP,2018,27184.4166,1022.282576
CZE,1970,8748.0,9795.226
CZE,1971,9177.0,9824.749
CZE,1972,9626.0,9862.158
CZE,1973,10026.0,9912.08
CZE,1974,10444.0,9975.77
CZE,1975,10954.0,10042.019
CZE,1976,11317.0,10105.143
CZE,1977,11634.0,10161.915
CZE,1978,12055.0,10212.894
CZE,1979,12164.0,10259.67
CZE,1980,12336.0,10288.726
CZE,1981,12306.0,10297.904
CZE,1982,12109.0,10303.704
CZE,1983,12301.0,10306.888
CZE,1984,12573.0,10309.224
CZE,1985,12855.0,10310.162
CZE,1986,13211.0,10308.836
CZE,1987,13514.0,10311.597
CZE,1988,13791.0,10313.782
CZE,1989,14027.0,10314.343
CZE,1990,14178.0,10309.514
CZE,1991,12724.5409,10284.79416
CZE,1992,12810.4317,10295.31484
CZE,1993,12974.1973,10306.02257
CZE,1994,13517.5819,10309.74596
CZE,1995,14550.1046,10303.42608
CZE,1996,15386.3207,10291.44179
CZE,1997,15494.3169,10280.35792
CZE,1998,15657.4256,10270.62244
CZE,1999,16102.5076,10260.13319
CZE,2000,17056.1595,10231.40263
CZE,2001,17868.5676,10193.03336
CZE,2002,18431.0272,10173.38978
CZE,2003,19344.0902,10170.47902
CZE,2004,20555.0356,10173.57486
CZE,2005,22128.5801,10187.65729
CZE,2006,23888.164,10215.28241
CZE,2007,25382.8075,10275.06666
CZE,2008,26186.0454,10360.64376
CZE,2009,25093.8629,10419.83987
CZE,2010,25922.3941,10450.24357
CZE,2011,26725.0,10471.87205
CZE,2012,26474.0,10486.53514
CZE,2013,26338.0,10490.0141
CZE,2014,27024.0,10501.06355
CZE,2015,28194.0,10521.72776
CZE,2016,28823.0,10541.95349
CZE,2017,29997.7582,10569.99464
CZE,2018,30748.5084,10605.40276
DEU,1500,1827.0,12000.0
DEU,1600,1286.0,16000.0
DEU,1650,1511.0,
DEU,1700,1497.0,15000.0
DEU,1750,1674.0,
DEU,1800,1572.0,
DEU,1820,1572.0,24905.0
DEU,1850,2276.0,33746.0
DEU,1851,2244.0,34055.0
DEU,1852,2273.0,34290.0
DEU,1853,2252.0,34422.0
DEU,1854,2300.0,34531.0
DEU,1855,2263.0,34586.0
DEU,1856,2440.0,34715.0
DEU,1857,2541.0,34979.0
DEU,1858,2509.0,35278.0
DEU,1859,2495.0,35633.0
DEU,1860,2613.0,36049.0
DEU,1861,2523.0,36435.0
DEU,1862,2622.0,36788.0
DEU,1863,2788.0,37184.0
DEU,1864,2837.0,37602.0
DEU,1865,2821.0,37955.0
DEU,1866,2823.0,38193.0
DEU,1867,2815.0,38440.0
DEU,1868,2966.0,38637.0
DEU,1869,2965.0,38914.0
DEU,1870,2931.0,39231.0
DEU,1871,2896.0,39456.0
DEU,1872,3078.0,39691.0
DEU,1873,3186.0,40017.0
DEU,1874,3386.0,40450.0
DEU,1875,3366.0,40897.0
DEU,1876,3301.0,41491.0
DEU,1877,3241.0,42034.0
DEU,1878,3352.0,42546.0
DEU,1879,3234.0,43052.0
DEU,1880,3174.0,43500.0
DEU,1881,3228.0,43827.0
DEU,1882,3258.0,44112.0
DEU,1883,3416.0,44404.0
DEU,1884,3472.0,44777.0
DEU,1885,3532.0,45084.0
DEU,1886,3524.0,45505.0
DEU,1887,3626.0,46001.0
DEU,1888,3732.0,46538.0
DEU,1889,3792.0,47083.0
DEU,1890,3870.0,47607.0
DEU,1891,3821.0,48129.0
DEU,1892,3936.0,48633.0
DEU,1893,4089.0,49123.0
DEU,1894,4141.0,49703.0
DEU,1895,4281.0,50363.0
DEU,1896,4368.0,51111.0
DEU,1897,4423.0,51921.0
DEU,1898,4540.0,52753.0
DEU,1899,4631.0,53592.0
DEU,1900,4758.0,54388.0
DEU,1901,4576.0,55214.0
DEU,1902,4611.0,56104.0
DEU,1903,4795.0,56963.0
DEU,1904,4914.0,57806.0
DEU,1905,4948.0,58644.0
DEU,1906,5024.0,59481.0
DEU,1907,5172.0,60341.0
DEU,1908,5187.0,61187.0
DEU,1909,5220.0,62038.0
DEU,1910,5337.0,62884.0
DEU,1911,5432.0,63852.0
DEU,1912,5617.0,64457.0
DEU,1913,5815.0,65058.0
DEU,1914,4876.0,66096.0
DEU,1915,4621.0,66230.0
DEU,1916,4678.0,66076.0
DEU,1917,4705.0,65763.0
DEU,1918,4755.0,65237.0
