idacr,yrend,gdppc,pop
MOZ,1975,2238.0,10432.604
MOZ,1976,2064.0,10769.649
MOZ,1977,2013.0,11127.868
MOZ,1978,1969.0,11466.483
MOZ,1979,1937.0,11828.029
MOZ,1980,1945.0,12102.619
MOZ,1981,1940.0,12363.234
MOZ,1982,1852.0,12587.333
MOZ,1983,1694.0,12772.841
MOZ,1984,1629.0,12922.824
MOZ,1985,1466.0,13062.6
MOZ,1986,1479.0,13143.017
MOZ,1987,1562.0,12894.849
MOZ,1988,1701.0,12523.013
MOZ,1989,1776.0,12482.096
MOZ,1990,1776.0,12666.573
MOZ,1991,1719.0991,12856.79398
MOZ,1992,1482.4166,13005.63341
MOZ,1993,1439.2897,13398.38132
MOZ,1994,1312.372,14312.76323
MOZ,1995,1165.8102,15118.36172
MOZ,1996,1325.5954,15519.74483
MOZ,1997,1323.6936,15860.95379
MOZ,1998,1335.6607,16200.15714
MOZ,1999,1301.5763,16522.20116
MOZ,2000,1196.0149,16840.85665
MOZ,2001,1219.381,17175.65819
MOZ,2002,1199.7331,17525.0435
MOZ,2003,1155.7037,17888.50095
MOZ,2004,1125.8321,18263.58427
MOZ,2005,1107.5338,18652.45568
MOZ,2006,1099.3418,19058.6512
MOZ,2007,1067.9665,19479.58071
MOZ,2008,1031.3622,19928.35587
MOZ,2009,991.7452,20418.49348
MOZ,2010,956.5305,20950.31035
MOZ,2011,925.0,21534.73408
MOZ,2012,967.0,22149.88763
MOZ,2013,1011.0,22768.38054
MOZ,2014,1060.0,23393.38922
MOZ,2015,1103.0,24022.70321
MOZ,2016,1113.0,24660.45939
MOZ,2017,1124.6561,25317.86121
MOZ,2018,1132.7709,25998.17064
MRT,1950,679.0,1006.0
MRT,1951,698.0,1014.0
MRT,1952,717.0,1023.0
MRT,1953,736.0,1032.0
MRT,1954,756.0,1042.0
MRT,1955,776.0,1053.0
MRT,1956,797.0,1065.0
MRT,1957,816.0,1077.0
MRT,1958,837.0,1090.0
MRT,1959,858.0,1103.0
MRT,1960,913.0,1117.0
MRT,1961,1055.0,1132.0
MRT,1962,1019.0,1147.0
MRT,1963,944.0,1162.0
MRT,1964,1208.0,1178.0
MRT,1965,1358.0,1195.0
MRT,1966,1345.0,1212.0
MRT,1967,1372.0,1231.0
MRT,1968,1471.0,1249.0
MRT,1969,1425.0,1269.0
MRT,1970,1548.0,1289.0
MRT,1971,1533.0,1311.0
MRT,1972,1511.0,1333.0
MRT,1973,1473.0,1356.0
MRT,1974,1570.0,1380.0
MRT,1975,1699.0,1404.0
MRT,1976,1779.0,1430.0
MRT,1977,1742.0,1456.0
MRT,1978,1581.0,1484.0
MRT,1979,1706.0,1514.0
MRT,1980,1682.0,1545.0
MRT,1981,1714.0,1578.0
MRT,1982,1548.0,1612.0
MRT,1983,1553.0,1648.0
MRT,1984,1486.0,1685.0
MRT,1985,1502.0,1723.0
MRT,1986,1553.0,1764.0
MRT,1987,1551.0,1805.0
MRT,1988,1533.0,1849.0
MRT,1989,1559.0,1886.0
MRT,1990,1511.0,1925.0
MRT,1991,1547.5435,1973.0
MRT,1992,1559.9049,2043.0
MRT,1993,1668.7221,2119.0
MRT,1994,1732.997,2183.0
MRT,1995,1686.1977,2235.0
MRT,1996,1873.0509,2271.0
MRT,1997,1799.8252,2315.0
MRT,1998,1841.2075,2374.0
MRT,1999,1954.2294,2437.0
MRT,2000,1934.742,2501.0
MRT,2001,1964.4456,2566.0
MRT,2002,1967.4483,2632.0
MRT,2003,2076.2331,2699.0
MRT,2004,2185.9503,2768.0
MRT,2005,2371.0067,2838.0
MRT,2006,2807.1989,2909.0
MRT,2007,2875.0347,2981.0
MRT,2008,2895.665,3055.0
MRT,2009,2855.5746,3129.0
MRT,2010,2982.7488,3205.0
MRT,2011,3104.0,3282.0
MRT,2012,3213.0,3359.0
MRT,2013,3319.0,3438.0
MRT,2014,3459.0,3517.0
MRT,2015,3424.0,3597.0
MRT,2016,3407.0,3677.0
MRT,2017,3431.4636,3758.571
MRT,2018,3457.515,3840.429
MUS,1950,3942.0,481.27
MUS,1951,4022.0,498.593
MUS,1952,4002.0,516.556
MUS,1953,4006.0,536.057
MUS,1954,4095.0,553.977
MUS,1955,4095.0,571.669
MUS,1956,4106.0,591.764
MUS,1957,4136.0,609.816
MUS,1958,4132.0,627.66
MUS,1959,4251.0,645.313
MUS,1960,4396.0,663.229
MUS,1961,5254.0,681.284
MUS,1962,5144.0,701.016
MUS,1963,5745.0,715.14
MUS,1964,5196.0,736.182
MUS,1965,5227.0,755.528
MUS,1966,4921.0,774.16
MUS,1967,5035.0,789.309
MUS,1968,4602.0,804.177
MUS,1969,4758.0,816.027
MUS,1970,4662.0,829.511
MUS,1971,4804.0,841.079
MUS,1972,5128.0,851.334
MUS,1973,5668.0,861.239
MUS,1974,6038.0,873.292
MUS,1975,6030.0,885.461
MUS,1976,7264.0,897.811
MUS,1977,7610.0,913.025
MUS,1978,7763.0,929.367
MUS,1979,7889.0,946.64
MUS,1980,6970.0,963.701
MUS,1981,7264.0,979.05
MUS,1982,7563.0,992.04
MUS,1983,7516.0,1002.175
MUS,1984,7798.0,1012.042
MUS,1985,8265.0,1020.544
MUS,1986,9001.0,1028.233
MUS,1987,9840.0,1036.272
MUS,1988,10418.0,1044.942
MUS,1989,10806.0,1053.403
MUS,1990,11489.0,1061.598
MUS,1991,11643.3982,1071.723
MUS,1992,12002.3802,1084.809
MUS,1993,12228.8141,1098.641
MUS,1994,12381.0666,1111.297
MUS,1995,12567.9282,1123.115
MUS,1996,12841.9305,1135.344
MUS,1997,13198.2949,1148.35
MUS,1998,13607.8847,1160.659
MUS,1999,13572.6803,1173.129
MUS,2000,14272.3009,1185.932
MUS,2001,14347.6108,1197.878
MUS,2002,14196.0408,1209.59
MUS,2003,14623.3085,1221.004
MUS,2004,14854.6137,1232.059
MUS,2005,14725.1642,1242.821
MUS,2006,15042.5414,1253.425
MUS,2007,15519.4186,1263.899
MUS,2008,15957.9602,1274.189
MUS,2009,16029.2639,1284.264
MUS,2010,16269.3202,1294.104
MUS,2011,16483.0,1303.717
MUS,2012,16893.0,1313.095
MUS,2013,17311.0,1322.238
MUS,2014,17818.0,1331.155
MUS,2015,18322.0,1339.827
MUS,2016,18918.0,1348.242
MUS,2017,19521.5842,1356.388
MUS,2018,20138.5723,1364.283
MWI,1950,516.0,2816.6
MWI,1951,529.0,2866.038
MWI,1952,540.0,2917.802
MWI,1953,553.0,2971.986
MWI,1954,566.0,3028.691
MWI,1955,564.0,3088.155
MWI,1956,599.0,3151.911
MWI,1957,610.0,3221.238
MWI,1958,618.0,3294.697
MWI,1959,626.0,3370.054
MWI,1960,628.0,3450.444
MWI,1961,644.0,3532.056
MWI,1962,626.0,3628.608
MWI,1963,599.0,3726.394
MWI,1964,572.0,3816.197
MWI,1965,633.0,3914.095
MWI,1966,679.0,4023.0
MWI,1967,725.0,4151.575
MWI,1968,697.0,4272.708
MWI,1969,722.0,4392.979
MWI,1970,713.0,4508.062
MWI,1971,794.0,4630.328
MWI,1972,851.0,4760.666
MWI,1973,896.0,4900.549
MWI,1974,928.0,5072.873
MWI,1975,934.0,5317.309
MWI,1976,942.0,5530.771
MWI,1977,961.0,5702.228
MWI,1978,1015.0,5880.328
MWI,1979,1030.0,6065.654
MWI,1980,1004.0,6258.512
MWI,1981,925.0,6459.263
MWI,1982,904.0,6668.216
MWI,1983,913.0,6883.756
MWI,1984,925.0,7104.46
MWI,1985,966.0,7330.508
MWI,1986,936.0,7608.484
MWI,1987,905.0,8049.175
MWI,1988,872.0,8579.782
MWI,1989,864.0,9082.018
MWI,1990,861.0,9536.25
MWI,1991,899.9751,9874.126075
MWI,1992,802.9305,10202.99246
MWI,1993,865.7632,10333.0354
MWI,1994,791.5501,10101.99999
MWI,1995,906.879,9993.15932
MWI,1996,972.8214,10204.84677
MWI,1997,1005.8521,10474.07784
MWI,1998,986.0287,10755.99664
MWI,1999,989.8359,11043.75244
MWI,2000,967.0872,11339.009
MWI,2001,899.2305,11651.18969
MWI,2002,886.1978,11982.77232
MWI,2003,905.7955,12335.24444
MWI,2004,922.7613,12708.61317
MWI,2005,920.0499,13105.8943
MWI,2006,929.4762,13529.1938
MWI,2007,982.3916,13977.87999
MWI,2008,1017.8208,14452.35122
MWI,2009,1061.9495,14950.09095
MWI,2010,1091.5876,15469.0146
MWI,2011,1102.0,16005.78748
MWI,2012,1085.0,16556.94551
MWI,2013,1104.0,17123.16315
MWI,2014,1129.0,17705.03032
MWI,2015,1124.0,18303.32849
MWI,2016,1112.0,18920.3684
MWI,2017,1118.7711,19558.09198
MWI,2018,1116.6402,20216.58889
MYS,1820,961.0,287.0
MYS,1870,1055.0,800.0
MYS,1900,817.743,2232.0
MYS,1901,950.5307,2288.0
MYS,1902,1018.3575,2345.0
MYS,1903,881.7486,2404.0
MYS,1904,822.5196,2467.0
MYS,1905,863.5978,2532.0
MYS,1906,794.8156,2601.0
MYS,1907,852.1341,2672.0
MYS,1908,983.9665,2745.0
MYS,1909,919.0056,2821.0
MYS,1910,1073.7654,2893.0
MYS,1911,1133.9497,2967.0
MYS,1912,1093.8268,3025.0
MYS,1913,1288.7095,3084.0
MYS,1914,1445.3799,3144.0
MYS,1915,1541.8659,3207.0
MYS,1916,1389.0168,3271.0
MYS,1917,1718.5978,3337.0
MYS,1918,1795.0223,3404.0
MYS,1919,1877.1788,3473.0
MYS,1920,1786.4246,3545.0
MYS,1921,2172.3687,3618.0
MYS,1922,2404.5084,3698.0
MYS,1923,2052.0,3779.0
MYS,1924,2044.3575,3863.0
MYS,1925,1732.9274,3949.0
MYS,1926,2179.0559,4038.0
MYS,1927,2049.1341,4128.0
MYS,1928,2537.2961,4221.0
MYS,1929,3220.3408,4316.0
MYS,1930,3147.7374,4413.0
MYS,1931,3072.2682,4513.0
MYS,1932,2792.3631,4604.0
MYS,1933,2790.4525,4697.0
MYS,1934,2805.7374,4793.0
MYS,1935,2688.2346,4890.0
MYS,1936,2906.0447,4993.0
MYS,1937,3162.067,5099.0
MYS,1938,2515.324,5207.0
MYS,1939,2565.0,5317.0
MYS,1940,2037.0,5434.0
MYS,1941,1973.0,5554.0
MYS,1942,2667.0,5592.0
MYS,1947,1704.0,5786.0
MYS,1948,1889.0,5922.0
MYS,1949,2440.0,6061.0
MYS,1950,2485.0,6433.799
MYS,1951,2295.0,6581.839
MYS,1952,2345.0,6748.378
MYS,1953,2295.0,6928.942
MYS,1954,2375.0,7117.564
MYS,1955,2327.0,7311.72
MYS,1956,2399.0,7519.663
MYS,1957,2319.0,7739.235
MYS,1958,2252.0,7965.93
MYS,1959,2338.0,8195.711
MYS,1960,2439.0,8428.493
MYS,1961,2538.0,8663.401
MYS,1962,2609.0,8906.385
MYS,1963,2660.0,9148.451
MYS,1964,2754.0,9397.464
MYS,1965,2876.0,9647.654
MYS,1966,2942.0,9899.803
MYS,1967,2917.0,10154.878
MYS,1968,3096.0,10409.339
MYS,1969,3196.0,10662.303
MYS,1970,3314.0,10910.216
MYS,1971,3475.0,11171.333
MYS,1972,3649.0,11441.462
MYS,1973,4081.0,11711.866
MYS,1974,4285.0,11986.26
MYS,1975,4221.0,12267.303
MYS,1976,4638.0,12553.963
MYS,1977,4903.0,12845.381
MYS,1978,5214.0,13138.53
MYS,1979,5510.0,13443.844
MYS,1980,5829.0,13764.352
MYS,1981,6095.0,14096.09
MYS,1982,6303.0,14441.17
MYS,1983,6529.0,14792.539
MYS,1984,6867.0,15157.163
MYS,1985,6626.0,15545.309
MYS,1986,6543.0,15941.987
MYS,1987,6723.0,16333.264
MYS,1988,7144.0,16731.412
MYS,1989,7634.0,17120.824
MYS,1990,8179.0,17507.289
MYS,1991,8781.2089,17990.78563
MYS,1992,9383.9322,18466.44119
MYS,1993,10131.9293,18932.76361
MYS,1994,10867.2561,19419.14742
MYS,1995,11725.0925,19912.58907
MYS,1996,12668.6683,20419.40138
MYS,1997,13344.5706,20958.31816
MYS,1998,12129.6358,21516.44553
MYS,1999,12636.6072,22080.54305
MYS,2000,13474.7015,22665.88069
MYS,2001,13307.2149,23239.66574
MYS,2002,13809.8721,23773.48372
MYS,2003,14362.1557,24358.73912
MYS,2004,15087.2514,24941.33156
MYS,2005,15651.118,25423.65727
MYS,2006,16353.9241,25877.96598
MYS,2007,17209.5846,26331.65104
MYS,2008,17865.6409,26784.15931
MYS,2009,17430.4446,27234.62042
MYS,2010,18574.2996,27681.90456
MYS,2011,19390.0,28126.26629
MYS,2012,20134.0,28568.14813
MYS,2013,20760.0,29007.18587
MYS,2014,21683.0,29442.81756
MYS,2015,22432.0,29874.07689
MYS,2016,23053.0,30301.04707
MYS,2017,24041.1138,30724.01887
MYS,2018,24842.3559,31142.72014
NAM,1950,4009.0,463.729
NAM,1951,4038.0,474.595
NAM,1952,4066.0,485.831
NAM,1953,4125.0,497.453
NAM,1954,4254.0,509.47
NAM,1955,4288.0,521.903
NAM,1956,4340.0,534.767
NAM,1957,4398.0,548.08
NAM,1958,4409.0,561.854
NAM,1959,4549.0,576.077
NAM,1960,4855.0,590.731
NAM,1961,4787.0,605.831
NAM,1962,5324.0,621.392
NAM,1963,5710.0,637.428
NAM,1964,6468.0,653.95
NAM,1965,6728.0,670.981
NAM,1966,6808.0,688.539
NAM,1967,6365.0,706.64
NAM,1968,6253.0,725.304
NAM,1969,6303.0,744.618
NAM,1970,6164.0,764.683
NAM,1971,6258.0,792.629
NAM,1972,6156.0,821.782
NAM,1973,6177.0,851.258
NAM,1974,6387.0,882.005
NAM,1975,6293.0,915.325
NAM,1976,6150.0,950.488
NAM,1977,5984.0,977.026
NAM,1978,6027.0,997.913
NAM,1979,6073.0,1027.78
NAM,1980,6293.0,1058.021
NAM,1981,6271.0,1074.493
NAM,1982,6064.0,1099.174
NAM,1983,5734.0,1134.308
NAM,1984,5539.0,1169.498
NAM,1985,5396.0,1204.172
NAM,1986,5530.0,1240.345
NAM,1987,5595.0,1278.282
NAM,1988,5386.0,1332.831
NAM,1989,5208.0,1408.635
NAM,1990,5007.0,1470.569
NAM,1991,5239.0341,1511.621818
NAM,1992,5532.6725,1551.109951
NAM,1993,5294.2427,1592.210153
NAM,1994,5545.4623,1633.606758
NAM,1995,5638.7666,1674.940856
NAM,1996,5687.1167,1716.358633
NAM,1997,5796.6317,1757.574775
NAM,1998,5859.8834,1798.542906
NAM,1999,5926.4277,1840.886186
NAM,2000,5971.8148,1893.334387
NAM,2001,5888.4321,1945.490218
NAM,2002,6069.3203,1980.796448
NAM,2003,6082.4263,2008.019144
NAM,2004,6712.7718,2034.433285
NAM,2005,6807.5757,2060.007618
NAM,2006,7208.6885,2085.828953
NAM,2007,7509.5268,2112.932685
NAM,2008,7618.031,2141.200857
NAM,2009,7548.1289,2170.537692
NAM,2010,7905.5409,2200.857497
NAM,2011,8203.0,2232.08365
NAM,2012,8483.0,2267.823394
NAM,2013,8793.0,2311.645664
NAM,2014,9170.0,2359.621608
NAM,2015,9462.0,2407.880849
NAM,2016,9376.0,2456.38306
NAM,2017,9188.0045,2505.088921
NAM,2018,9043.1202,2553.92887
NER,1950,983.0,3271.073
NER,1951,1004.0,3324.164
NER,1952,1023.0,3379.468
NER,1953,1042.0,3437.066
NER,1954,1063.0,3497.045
NER,1955,1082.0,3559.494
NER,1956,1103.0,3624.507
NER,1957,1122.0,3692.184
NER,1958,1143.0,3762.63
NER,1959,1162.0,3835.954
NER,1960,1213.0,3912.663
NER,1961,1239.0,3992.502
NER,1962,1341.0,4076.008
NER,1963,1443.0,4162.926
NER,1964,1415.0,4252.122
NER,1965,1490.0,4343.664
NER,1966,1441.0,4437.62
NER,1967,1417.0,4534.062
NER,1968,1398.0,4633.063
NER,1969,1326.0,4735.173
NER,1970,1337.0,4840.501
NER,1971,1382.0,4948.667
NER,1972,1282.0,5060.262
NER,1973,1039.0,5175.408
NER,1974,1105.0,5294.763
NER,1975,1050.0,5419.038
NER,1976,1033.0,5547.894
NER,1977,1087.0,5682.086
NER,1978,1205.0,5815.607
NER,1979,1261.0,5952.447
NER,1980,1291.0,6093.469
NER,1981,1277.0,6238.998
NER,1982,1231.0,6389.183
NER,1983,1180.0,6544.13
NER,1984,956.0,6704.046
NER,1985,950.0,6869.209
NER,1986,969.0,7039.813
NER,1987,912.0,7215.959
NER,1988,939.0,7399.129
NER,1989,915.0,7607.564
NER,1990,872.0,7841.73
NER,1991,865.9134,8071.911712
NER,1992,785.2636,8312.788791
NER,1993,771.5414,8570.198175
NER,1994,776.8025,8840.441597
NER,1995,702.4934,9133.053259
NER,1996,712.8558,9442.80039
NER,1997,693.1094,9751.973461
NER,1998,755.248,10078.55598
NER,1999,736.9175,10423.72217
NER,2000,693.3765,10784.88775
NER,2001,723.3114,11170.01529
NER,2002,734.5916,11579.87253
NER,2003,758.1143,12014.25677
NER,2004,725.1316,12471.76695
NER,2005,757.2439,12953.28527
NER,2006,771.4197,13458.18746
NER,2007,766.1869,13985.3485
NER,2008,809.4504,14530.74998
NER,2009,775.2534,15090.87025
NER,2010,810.1573,15667.37329
NER,2011,799.0,16261.92809
NER,2012,864.0,16901.82153
NER,2013,880.0,17567.75438
NER,2014,911.0,18241.14397
NER,2015,913.0,18957.12736
NER,2016,925.0,19709.52237
NER,2017,935.3714,20465.14194
NER,2018,964.6601,21233.84444
NGA,1950,1200.0,31796.939
NGA,1951,1262.0,32492.088
NGA,1952,1323.0,33207.747
NGA,1953,1325.0,33944.6
NGA,1954,1382.0,34933.365
NGA,1955,1379.0,35953.308
NGA,1956,1309.0,37005.207
NGA,1957,1323.0,38089.805
NGA,1958,1270.0,39207.803
NGA,1959,1288.0,40359.976
NGA,1960,1307.0,41547.479
NGA,1961,1313.0,42771.546
NGA,1962,1349.0,44033.212
NGA,1963,1433.0,45333.217
NGA,1964,1451.0,46675.411
NGA,1965,1505.0,48064.037
NGA,1966,1414.0,49491.141
NGA,1967,1160.0,50948.612
NGA,1968,1114.0,52445.059
NGA,1969,1372.0,53990.042
NGA,1970,1744.0,55585.637
NGA,1971,1894.0,57234.219
NGA,1972,1908.0,58941.176
NGA,1973,2012.0,60702.378
NGA,1974,2179.0,62523.705
NGA,1975,2051.0,64421.5
NGA,1976,2208.0,66392.898
NGA,1977,2220.0,68421.168
NGA,1978,2028.0,70483.446
NGA,1979,2104.0,72588.342
NGA,1980,2080.0,74821.273
NGA,1981,1855.0,77149.584
NGA,1982,1784.0,79510.977
NGA,1983,1631.0,81163.741
NGA,1984,1527.0,82724.29
NGA,1985,1621.0,84889.378
NGA,1986,1610.0,87092.237
NGA,1987,1556.0,89405.017
NGA,1988,1667.0,91760.42
NGA,1989,1729.0,94159.653
NGA,1990,1773.0,96603.759
NGA,1991,1759.0035,98958.06575
NGA,1992,1793.9401,101378.1463
NGA,1993,1817.7495,103916.2547
NGA,1994,1820.3046,106570.5792
NGA,1995,1851.0375,109342.8022
NGA,1996,1924.0884,112235.1505
NGA,1997,1977.2856,115250.5091
NGA,1998,2025.8649,118391.1676
NGA,1999,2034.8275,121649.2178
NGA,2000,2144.8254,125013.9285
NGA,2001,2282.823,128512.7471
NGA,2002,2609.1294,132165.6342
NGA,2003,2848.2813,135971.884
NGA,2004,3136.6274,139901.5422
NGA,2005,3347.8205,143916.2757
NGA,2006,3564.6323,148022.6308
NGA,2007,3817.4835,152200.9914
NGA,2008,4084.2003,156442.5684
NGA,2009,4416.347,160761.9129
NGA,2010,4904.8659,165156.0004
NGA,2011,5136.0,169624.3901
NGA,2012,5223.0,174162.197
NGA,2013,5370.0,178759.5719
NGA,2014,5569.0,183387.6047
NGA,2015,5578.0,188007.2775
NGA,2016,5360.0,192624.9583
NGA,2017,5271.1427,197450.8282
NGA,2018,5237.6623,202534.2304
NIC,1920,2007.0,640.0
NIC,1921,2083.0,640.0
NIC,1922,1878.0,650.0
NIC,1923,2010.0,650.0
NIC,1924,2098.0,660.0
NIC,1925,2316.0,660.0
NIC,1926,1983.0,670.0
NIC,1927,1992.0,670.0
NIC,1928,2523.0,670.0
NIC,1929,2778.0,680.0
NIC,1930,2246.0,680.0
NIC,1931,2071.0,690.0
NIC,1932,1863.0,690.0
NIC,1933,2311.0,700.0
NIC,1934,2067.0,710.0
NIC,1935,2043.0,730.0
NIC,1936,1583.0,750.0
NIC,1937,1672.0,770.0
NIC,1938,1707.0,780.0
NIC,1939,2042.0,810.0
NIC,1940,2179.0,830.0
NIC,1941,2354.0,840.0
NIC,1942,2214.0,860.0
NIC,1943,2373.0,880.0
NIC,1944,2299.0,900.0
NIC,1945,2259.0,920.0
NIC,1946,2377.0,950.0
NIC,1947,2310.0,980.0
NIC,1948,2460.0,1000.0
NIC,1949,2345.0,1030.0
NIC,1950,2565.0,1098.0
NIC,1951,2657.0,1131.0
NIC,1952,3016.0,1166.0
NIC,1953,2997.0,1202.0
NIC,1954,3178.0,1239.0
NIC,1955,3288.0,1277.0
NIC,1956,3186.0,1317.0
NIC,1957,3351.0,1359.0
NIC,1958,3258.0,1402.0
NIC,1959,3204.0,1446.0
NIC,1960,3148.0,1493.0
NIC,1961,3277.0,1541.0
NIC,1962,3521.0,1591.0
NIC,1963,3781.0,1642.0
NIC,1964,4092.0,1695.0
NIC,1965,4340.0,1750.0
NIC,1966,4342.0,1807.0
NIC,1967,4500.0,1865.0
NIC,1968,4419.0,1926.0
NIC,1969,4564.0,1988.0
NIC,1970,4463.0,2053.0
NIC,1971,4533.0,2120.0
NIC,1972,4543.0,2183.0
NIC,1973,4637.0,2248.0
NIC,1974,5064.0,2320.0
NIC,1975,5013.0,2395.0
NIC,1976,5099.0,2473.0
NIC,1977,5247.0,2554.0
NIC,1978,4771.0,2608.0
NIC,1979,3405.0,2687.0
NIC,1980,3414.0,2803.0
NIC,1981,3480.0,2899.0
NIC,1982,3360.0,2976.0
NIC,1983,3437.0,3044.0
NIC,1984,3308.0,3114.0
NIC,1985,3107.0,3180.0
NIC,1986,3011.0,3248.0
NIC,1987,2922.0,3322.0
NIC,1988,2498.0,3404.0
NIC,1989,2393.0,3492.0
NIC,1990,2291.0,3644.0
NIC,1991,2209.7942,3839.0
NIC,1992,2163.4166,4007.0
NIC,1993,2114.6919,4156.0
NIC,1994,2154.299,4289.0
NIC,1995,2264.0925,4402.0
NIC,1996,2395.2022,4503.0
NIC,1997,2482.6908,4598.0
NIC,1998,2569.8283,4689.0
NIC,1999,2748.127,4778.0
NIC,2000,2858.5269,4866.0
NIC,2001,2944.2445,4952.0
NIC,2002,2969.4576,5036.0
NIC,2003,3049.15,5116.0
NIC,2004,3220.261,5193.0
NIC,2005,3370.7775,5267.0
NIC,2006,3525.5537,5338.0
NIC,2007,3729.8514,5408.0
NIC,2008,3856.5523,5476.0
NIC,2009,3771.947,5541.0
NIC,2010,3916.9659,5604.0
NIC,2011,4189.0,5666.0
NIC,2012,4376.0,5728.0
NIC,2013,4527.0,5789.0
NIC,2014,4685.0,5849.0
NIC,2015,4866.0,5908.0
NIC,2016,5045.0,5967.0
NIC,2017,5213.9889,6025.951
NIC,2018,4952.4772,6085.213
NLD,1348,1404.6346,
NLD,1349,1459.893,
NLD,1350,1631.016,
NLD,1351,1713.9037,
NLD,1352,1646.1676,
NLD,1353,1654.1889,
NLD,1354,1655.0802,
NLD,1355,1682.7094,
NLD,1356,1742.4242,
NLD,1357,1745.9893,
NLD,1358,1744.2068,
NLD,1359,1766.4884,
NLD,1360,1739.7504,
NLD,1361,1780.7487,
NLD,1362,1778.0749,
NLD,1363,1749.5544,
NLD,1364,1726.3815,
NLD,1365,1729.0553,
NLD,1366,1765.5971,
NLD,1367,1901.9608,
NLD,1368,1892.1569,
NLD,1369,2097.148,
NLD,1370,2132.7986,
NLD,1371,1942.959,
NLD,1372,1896.6132,
NLD,1373,1926.9162,
NLD,1374,1765.5971,
NLD,1375,1903.7433,
NLD,1376,1954.5455,
NLD,1377,1975.9358,
NLD,1378,2030.303,
NLD,1379,1980.3922,
NLD,1380,2055.2585,
NLD,1381,1950.0891,
NLD,1382,2010.6952,
NLD,1383,2144.385,
NLD,1384,2297.6827,
NLD,1385,2123.8859,
NLD,1386,2248.6631,
NLD,1387,2072.1925,
NLD,1388,2108.7344,
NLD,1389,2365.4189,
NLD,1390,2265.5971,
NLD,1391,2169.3405,
NLD,1392,2228.164,
NLD,1393,2283.4225,
NLD,1394,2203.2086,
NLD,1395,2188.9483,
NLD,1396,2066.8449,
NLD,1397,1977.7184,
NLD,1398,2138.1462,
NLD,1399,2017.8253,
NLD,1400,1917.1123,
NLD,1401,1943.8503,
NLD,1402,1880.5704,
NLD,1403,1957.2193,
NLD,1404,2167.5579,
NLD,1405,2043.672,
NLD,1406,2079.3226,
NLD,1407,2021.3904,
NLD,1408,2058.8235,
NLD,1409,1897.5045,
NLD,1410,1966.1319,
NLD,1411,2063.2799,
NLD,1412,1950.9804,
NLD,1413,1861.8538,
NLD,1414,2098.9305,
NLD,1415,1932.2638,
NLD,1416,1890.3743,
NLD,1417,1900.1783,
NLD,1418,1912.656,
NLD,1419,1913.5472,
NLD,1420,1924.2424,
NLD,1421,1824.4207,
NLD,1422,1897.5045,
NLD,1423,1920.6774,
NLD,1424,2072.1925,
NLD,1425,1917.1123,
NLD,1426,2093.5829,
NLD,1427,2267.3797,
NLD,1428,1880.5704,
NLD,1429,1909.0909,
NLD,1430,1914.4385,
NLD,1431,1955.4367,
NLD,1432,2229.0553,
NLD,1433,2165.7754,
NLD,1434,2239.7504,
NLD,1435,2319.9643,
NLD,1436,2135.4724,
NLD,1437,2177.3619,
NLD,1438,2133.6898,
NLD,1439,1982.1747,
NLD,1440,2081.1052,
NLD,1441,2131.016,
NLD,1442,1996.4349,
NLD,1443,2141.7112,
NLD,1444,2280.7487,
NLD,1445,2150.6239,
NLD,1446,2158.6453,
NLD,1447,2114.082,
NLD,1448,2159.5365,
NLD,1449,2179.1444,
NLD,1450,2201.426,
NLD,1451,2392.1569,
NLD,1452,2276.2923,
NLD,1453,2367.2014,
NLD,1454,2420.6774,
NLD,1455,2295.0089,
NLD,1456,2249.5544,
NLD,1457,2209.4474,
NLD,1458,2248.6631,
NLD,1459,2304.8128,
NLD,1460,2321.7469,
NLD,1461,2262.0321,
NLD,1462,2368.984,
NLD,1463,2362.7451,
NLD,1464,2357.3975,
NLD,1465,2438.5027,
NLD,1466,2338.6809,
NLD,1467,2292.3351,
NLD,1468,2248.6631,
NLD,1469,2278.0749,
NLD,1470,2279.8574,
NLD,1471,2237.9679,
NLD,1472,2335.1159,
NLD,1473,2358.2888,
NLD,1474,2352.9412,
NLD,1475,2279.8574,
NLD,1476,2301.2478,
NLD,1477,2352.0499,
NLD,1478,2330.6595,
NLD,1479,2272.7273,
NLD,1480,2302.139,
NLD,1481,2272.7273,
NLD,1482,2200.5348,
NLD,1483,2197.861,
NLD,1484,2252.2282,
NLD,1485,2222.8164,
NLD,1486,2235.2941,
NLD,1487,2239.7504,
NLD,1488,2248.6631,
NLD,1489,2214.795,
NLD,1490,2272.7273,
NLD,1491,2240.6417,
NLD,1492,2251.3369,
NLD,1493,2241.533,
NLD,1494,2324.4207,
NLD,1495,2307.4866,
NLD,1496,2278.0749,
NLD,1497,2309.2692,
NLD,1498,2327.0945,
NLD,1499,2360.0713,
NLD,1500,2332.4421,950.0
NLD,1501,2418.8948,
NLD,1502,2329.7683,
NLD,1503,2332.4421,
NLD,1504,2480.3922,
NLD,1505,2311.0517,
NLD,1506,2307.4866,
NLD,1507,2314.6168,
NLD,1508,2461.6756,
NLD,1509,2505.3476,
NLD,1510,2439.3939,
NLD,1511,2508.0214,
NLD,1512,2585.5615,
NLD,1513,2667.5579,
NLD,1514,2795.9002,
NLD,1515,2931.3725,
NLD,1516,2635.4724,
NLD,1517,2721.9251,
