ccode,leader,entry,exit,exitcode,prevtimesinoffice,posttenurefate,gender,yrborn,yrdied,numentry,numexit,yrbegin,yrend,country,end_gdppc,pop_x,begin_gdppc,pop_y,age,tenure,growth_rate,fties_range,growth_rate_normgroup,growth_rate_avggrp
0.8024691358024691,Al-Assad H.,0.0,0.5,0.2857142857142857,0.0,0.0,0.5,0.6936416184971098,0.9953405017921146,0.0,0.99775785,0.7152317880794702,0.8920863309352518,Syrian Arab Republic,0.04683858075103881,0.011789671020123065,0.03650909130407892,0.0047195299401077175,0.34782608695652173,0.5778908521583538,0.009547237607144547,1.0,4,5
0.8024691358024691,Bashar al-Assad,0.0,1.0,1.0,0.0,0.875,0.5,0.8959537572254336,0.0,0.0,0.0,0.9072847682119205,1.0,Syrian Arab Republic,0.017162836688006337,0.012951451570611998,0.0474081433552949,0.012098177183137934,0.2608695652173913,0.2971930216953701,-0.03872799879198534,1.0,4,5
0.8160493827160494,Hussein Ibn Talal El-Hashim,0.0,0.5,0.2857142857142857,0.0,0.0,0.5,0.7225433526011561,0.9949820788530466,0.0,0.99775785,0.5894039735099338,0.8848920863309353,Jordan,0.04473401915943588,0.003145972927170884,0.015433723407830231,0.0003522429983420709,0.0,0.9290427197494967,0.03588328813714564,1.0,4,5
0.8160493827160494,Abdullah Ibn Hussein El-Hashimi,0.0,1.0,1.0,0.0,0.875,0.5,0.8786127167630058,0.0,0.0,0.0,0.9006622516556292,1.0,Jordan,0.07157930141053599,0.005985058519783237,0.04527799004930374,0.003324221670802405,0.2898550724637681,0.3245918139118765,0.03369159344036415,1.0,4,5
0.8197530864197531,Sharett,0.0,0.0,0.2857142857142857,0.0,0.625,0.5,0.48554913294797686,0.9827956989247312,0.0,0.99663675,0.5960264900662252,0.5683453237410072,Israel,0.03547298125225776,0.0010712515731646985,0.027704386542733436,0.001140174192362734,0.6086956521739131,0.018396331916797137,0.14288309352517983,1.0,2,4
0.8197530864197531,Ben Gurion,0.0,0.0,0.2857142857142857,0.25,0.625,0.5,0.4393063583815029,0.985663082437276,0.0,0.99663675,0.609271523178808,0.6258992805755396,Israel,0.05484961142972523,0.001536346542709585,0.035904336841150464,0.0012182350126860812,0.7536231884057971,0.13509282039812123,0.06712389079093081,1.0,4,4
0.8197530864197531,Eshkol,0.0,0.5,0.2857142857142857,0.0,0.0,0.5,0.4913294797687861,0.9842293906810036,0.0,0.99775785,0.6622516556291391,0.6690647482014388,Israel,0.07666116960363174,0.0018371042431910571,0.05551658910128193,0.0016903387960337652,0.7391304347826086,0.09578394095280698,0.06690294702493245,1.0,4,4
0.8197530864197531,Meir,0.0,0.0,0.2857142857142857,0.0,0.625,1.0,0.5086705202312138,0.9874551971326165,0.0,0.99663675,0.7019867549668874,0.7050359712230215,Israel,0.10023949611268532,0.002180603074282219,0.07759337836625087,0.0019956288068184312,0.782608695652174,0.0859986580183404,0.05719029991159745,1.0,4,4
0.8197530864197531,Rabin,0.0,0.0,0.2857142857142857,0.0,0.625,0.5,0.6473988439306358,0.9935483870967742,0.0,0.99663675,0.7350993377483444,0.7266187050359713,Israel,0.09857552157158317,0.0023346187424899065,0.10145842007536308,0.0023443040416684905,0.5072463768115942,0.03768731827331693,-0.005692079492394333,1.0,4,5
0.8197530864197531,Begin,0.0,0.0,0.2857142857142857,0.0,0.625,0.5,0.5953757225433526,0.9924731182795699,0.0,0.99663675,0.7549668874172185,0.7697841726618705,Israel,0.11622393108667041,0.0026504630998313615,0.09977421140978814,0.002500640670565642,0.6811594202898551,0.1082531872064415,0.02772390992729377,1.0,4,5
0.8197530864197531,Peres,0.0,0.0,0.2857142857142857,0.25,0.625,0.5,0.653179190751445,0.0,0.0,0.99663675,0.8013245033112583,0.7913669064748201,Israel,0.12066976267911321,0.002806408388534159,0.1165772816485745,0.0028736482607243366,0.6376811594202898,0.022366360993066423,0.022271471826028788,1.0,4,5
0.8197530864197531,Shamir,0.0,0.0,0.2857142857142857,0.25,0.625,0.5,0.6011560693641619,0.9996415770609319,0.0,0.99663675,0.8145695364238411,0.8345323741007195,Israel,0.1359063477454342,0.0033080502837789455,0.12213712106581999,0.002979540016778115,0.7971014492753623,0.09651084768508163,0.02161050169634821,1.0,4,5
0.8197530864197531,Rabin,0.0,0.16666666666666666,0.0,0.25,0.0,0.5,0.6473988439306358,0.9935483870967742,0.0,0.9988789,0.8543046357615894,0.8561151079136691,Israel,0.14776980135983972,0.0036987221125280565,0.13755898478344067,0.0034887414748427125,0.7681159420289855,0.04719302169537016,0.025887131824464185,1.0,4,5
0.8197530864197531,Netanyahu,0.0,0.0,0.2857142857142857,0.0,0.625,0.5,0.8034682080924855,0.0,0.0,0.99663675,0.8807947019867549,0.8848920863309353,Israel,0.15590364813626734,0.004146197927662926,0.15348027879667145,0.004006135141276505,0.43478260869565216,0.04176917915455155,0.009089537898487658,1.0,4,5
0.8197530864197531,Barak,0.0,0.0,0.2857142857142857,0.0,0.625,0.5,0.7630057803468208,0.0,0.0,0.99663675,0.9006622516556292,0.8992805755395683,Israel,0.16093485890519654,0.004360662300454595,0.157799454679115,0.00433951970206967,0.5797101449275363,0.01364348020577052,0.019026647376934346,1.0,4,5
